Mirna Name,Transcript Id,Gene Id,Gene name,miTG score
hsa-miR-21-5p,ENST00000474889,ENSG00000144724,PTPRG,0.709813272
hsa-miR-21-5p,ENST00000418596,ENSG00000155744,FAM126B,0.709388121
hsa-miR-21-5p,ENST00000330899,ENSG00000086061,DNAJA1,0.709302591
hsa-miR-21-5p,ENST00000359286,ENSG00000196946,ZNF705A,0.7092018
hsa-miR-21-5p,ENST00000310301,ENSG00000006715,VPS41,0.708978717
hsa-miR-21-5p,ENST00000371256,ENSG00000125675,GRIA3,0.708764306
hsa-miR-21-5p,ENST00000324765,ENSG00000147202,DIAPH2,0.708624984
hsa-miR-21-5p,ENST00000290858,ENSG00000067955,CBFB,0.708419588
hsa-miR-21-5p,ENST00000608382,ENSG00000089775,ZBTB25,0.70822738
hsa-miR-21-5p,ENST00000540249,ENSG00000131828,PDHA1,0.708196787
hsa-miR-21-5p,ENST00000311638,ENSG00000174796,THAP6,0.708080224
hsa-miR-21-5p,ENST00000522124,ENSG00000147481,SNTG1,0.707774147
hsa-miR-21-5p,ENST00000394795,ENSG00000120727,PAIP2,0.707472373
hsa-miR-21-5p,ENST00000317025,ENSG00000147548,WHSC1L1,0.707125527
hsa-miR-21-5p,ENST00000357450,ENSG00000077935,SMC1B,0.707108526
hsa-miR-21-5p,ENST00000474524,ENSG00000144893,MED12L,0.706755904
hsa-miR-21-5p,ENST00000267622,ENSG00000100815,TRIP11,0.706591475
hsa-miR-21-5p,ENST00000281821,ENSG00000116106,EPHA4,0.706549028
hsa-miR-21-5p,ENST00000264903,ENSG00000138767,CNOT6L,0.705849759
hsa-miR-21-5p,ENST00000446778,ENSG00000146729,GBAS,0.705324553
hsa-miR-21-5p,ENST00000368585,ENSG00000171811,TTC40,0.705237015
hsa-miR-21-5p,ENST00000374928,ENSG00000102349,KLF8,0.7042825
hsa-miR-21-5p,ENST00000555925,ENSG00000072415,MPP5,0.704041469
hsa-miR-21-5p,ENST00000261879,ENSG00000138613,APH1B,0.703574543
hsa-miR-21-5p,ENST00000337554,ENSG00000100300,TSPO,0.703250016
hsa-miR-21-5p,ENST00000465804,ENSG00000018408,WWTR1,0.703201086
hsa-miR-21-5p,ENST00000369907,ENSG00000134222,PSRC1,0.702915532
hsa-miR-21-5p,ENST00000541430,ENSG00000161082,CELF5,0.702773732
hsa-miR-21-5p,ENST00000355622,ENSG00000136869,TLR4,0.702475277
hsa-miR-21-5p,ENST00000423275,ENSG00000132155,RAF1,0.701707258
hsa-miR-21-5p,ENST00000375587,ENSG00000188312,CENPP,0.701296569
hsa-miR-21-5p,ENST00000602786,ENSG00000120694,HSPH1,0.701053896
hsa-miR-21-5p,ENST00000372146,ENSG00000125484,GTF3C4,0.700553572
hsa-miR-21-5p,ENST00000265734,ENSG00000105810,CDK6,0.700315932
hsa-miR-221-3p,ENST00000275162,ENSG00000146352,CLVS2,0.998358167
hsa-miR-221-3p,ENST00000327925,ENSG00000205212,CCDC144NL,0.997693021
hsa-miR-221-3p,ENST00000261491,ENSG00000102780,DGKH,0.995864105
hsa-miR-221-3p,ENST00000310528,ENSG00000165416,SUGT1,0.994553604
hsa-miR-221-3p,ENST00000372684,ENSG00000117016,RIMS3,0.994084462
hsa-miR-221-3p,ENST00000320990,ENSG00000176842,IRX5,0.992984622
hsa-miR-221-3p,ENST00000190165,ENSG00000064218,DMRT3,0.992420101
hsa-miR-221-3p,ENST00000539935,ENSG00000182389,CACNB4,0.987914805
hsa-miR-221-3p,ENST00000544451,ENSG00000168300,PCMTD1,0.987547799
hsa-miR-221-3p,ENST00000373839,ENSG00000204138,PHACTR4,0.986802394
hsa-miR-221-3p,ENST00000382199,ENSG00000073792,IGF2BP2,0.986038537
hsa-miR-221-3p,ENST00000356458,ENSG00000214595,EML6,0.985925491
hsa-miR-221-3p,ENST00000243300,ENSG00000123572,NRK,0.985464578
hsa-miR-221-3p,ENST00000228872,ENSG00000111276,CDKN1B,0.98399568
hsa-miR-221-3p,ENST00000340368,ENSG00000186480,INSIG1,0.98378635
hsa-miR-221-3p,ENST00000437605,ENSG00000214946,TBC1D26,0.983126929
hsa-miR-221-3p,ENST00000264433,ENSG00000052795,FNIP2,0.981231899
hsa-miR-221-3p,ENST00000428797,ENSG00000022355,GABRA1,0.977632801
hsa-miR-221-3p,ENST00000371667,ENSG00000165338,HECTD2,0.976270854
hsa-miR-221-3p,ENST00000323061,ENSG00000177432,NAP1L5,0.975564714
hsa-miR-221-3p,ENST00000341983,ENSG00000105327,BBC3,0.973224019
hsa-miR-221-3p,ENST00000375169,ENSG00000196632,WNK3,0.97241767
hsa-miR-221-3p,ENST00000379052,ENSG00000112183,RBM24,0.972369195
hsa-miR-221-3p,ENST00000369449,ENSG00000155962,CLIC2,0.971102709
hsa-miR-221-3p,ENST00000379095,ENSG00000182768,NGRN,0.970859416
hsa-miR-221-3p,ENST00000373670,ENSG00000056586,RC3H2,0.970729228
hsa-miR-221-3p,ENST00000378079,ENSG00000204952,FBXO47,0.968961994
hsa-miR-221-3p,ENST00000318220,ENSG00000142794,NBPF3,0.968374908
hsa-miR-221-3p,ENST00000424459,ENSG00000062194,GPBP1,0.968085592
hsa-miR-221-3p,ENST00000354981,ENSG00000089177,KIF16B,0.967647772
hsa-miR-221-3p,ENST00000288135,ENSG00000157404,KIT,0.965013345
hsa-miR-221-3p,ENST00000271732,ENSG00000143457,GOLPH3L,0.964936204
hsa-miR-221-3p,ENST00000375376,ENSG00000197724,PHF2,0.963792309
hsa-miR-221-3p,ENST00000295822,ENSG00000163577,EIF5A2,0.963260792
hsa-miR-221-3p,ENST00000382004,ENSG00000080298,RFX3,0.961515238
hsa-miR-221-3p,ENST00000011653,ENSG00000010610,CD4,0.961245839
hsa-miR-221-3p,ENST00000282388,ENSG00000152518,ZFP36L2,0.960509731
hsa-miR-221-3p,ENST00000273038,ENSG00000144560,VGLL4,0.960464658
hsa-miR-221-3p,ENST00000389698,ENSG00000174373,RALGAPA1,0.960316664
hsa-miR-221-3p,ENST00000392750,ENSG00000114209,PDCD10,0.960231409
hsa-miR-221-3p,ENST00000393256,ENSG00000153094,BCL2L11,0.959891068
hsa-miR-221-3p,ENST00000327741,ENSG00000205426,KRT81,0.959416655
hsa-miR-221-3p,ENST00000368192,ENSG00000117036,ETV3,0.958865056
hsa-miR-221-3p,ENST00000344922,ENSG00000154305,MIA3,0.957383547
hsa-miR-221-3p,ENST00000356388,ENSG00000198369,SPRED2,0.955782118
hsa-miR-221-3p,ENST00000399959,ENSG00000215301,DDX3X,0.954989926
hsa-miR-221-3p,ENST00000303296,ENSG00000110422,HIPK3,0.95255474
hsa-miR-221-3p,ENST00000377022,ENSG00000130940,CASZ1,0.951222416
hsa-miR-221-3p,ENST00000398204,ENSG00000008277,ADAM22,0.949738608
hsa-miR-221-3p,ENST00000356591,ENSG00000178878,APOLD1,0.948934298
hsa-miR-221-3p,ENST00000332290,ENSG00000185127,C6orf120,0.94770763
hsa-miR-221-3p,ENST00000349606,ENSG00000007944,MYLIP,0.945867833
hsa-miR-221-3p,ENST00000377391,ENSG00000215126,CBWD7,0.945537857
hsa-miR-221-3p,ENST00000367701,ENSG00000185278,ZBTB37,0.944485062
hsa-miR-221-3p,ENST00000315436,ENSG00000176871,WSB2,0.942697466
hsa-miR-221-3p,ENST00000558084,ENSG00000055609,KMT2C,0.941310613
hsa-miR-221-3p,ENST00000264228,ENSG00000128039,SRD5A3,0.940468188
hsa-miR-221-3p,ENST00000484074,ENSG00000102531,FNDC3A,0.939869001
hsa-miR-221-3p,ENST00000361421,ENSG00000198846,TOX,0.939638431
hsa-miR-221-3p,ENST00000281156,ENSG00000112232,KHDRBS2,0.938648257
hsa-miR-221-3p,ENST00000306846,ENSG00000172239,PAIP1,0.937681286
hsa-miR-221-3p,ENST00000420470,ENSG00000236699,ARHGEF38,0.936098681
hsa-miR-221-3p,ENST00000256861,ENSG00000123243,ITIH5,0.936028353
hsa-miR-221-3p,ENST00000438666,ENSG00000133104,SPG20,0.934978222
hsa-miR-221-3p,ENST00000215727,ENSG00000099937,SERPIND1,0.934922894
hsa-miR-221-3p,ENST00000535549,ENSG00000134954,ETS1,0.934489863
hsa-miR-221-3p,ENST00000395325,ENSG00000116675,DNAJC6,0.934151715
hsa-miR-221-3p,ENST00000482713,ENSG00000038219,BOD1L1,0.932234061
hsa-miR-221-3p,ENST00000341901,ENSG00000188322,SBK1,0.931978327
hsa-miR-221-3p,ENST00000486310,ENSG00000168374,ARF4,0.92972634
hsa-miR-221-3p,ENST00000263923,ENSG00000128052,KDR,0.929438403
hsa-miR-221-3p,ENST00000394670,ENSG00000010244,ZNF207,0.929096895
hsa-miR-221-3p,ENST00000240851,ENSG00000114354,TFG,0.928974692
hsa-miR-221-3p,ENST00000413242,ENSG00000255104,ZNF286A,0.928330529
hsa-miR-221-3p,ENST00000334955,ENSG00000187257,RSBN1L,0.928303247
hsa-miR-221-3p,ENST00000454295,ENSG00000152939,MARVELD2,0.927830055
hsa-miR-221-3p,ENST00000366814,ENSG00000163041,H3F3A,0.927298154
hsa-miR-221-3p,ENST00000463087,ENSG00000154040,CABYR,0.927064853
hsa-miR-221-3p,ENST00000234310,ENSG00000221823,PPP3R1,0.927004688
hsa-miR-221-3p,ENST00000256429,ENSG00000134046,MBD2,0.925760142
hsa-miR-221-3p,ENST00000526136,ENSG00000204969,PCDHA2,0.923742499
hsa-miR-221-3p,ENST00000491114,ENSG00000270099,RP11-248J23.7,0.922485771
hsa-miR-221-3p,ENST00000475243,ENSG00000124164,VAPB,0.922465486
hsa-miR-221-3p,ENST00000508591,ENSG00000163312,HELQ,0.921953768
hsa-miR-221-3p,ENST00000245304,ENSG00000125249,RAP2A,0.921725632
hsa-miR-221-3p,ENST00000240055,ENSG00000120837,NFYB,0.921637807
hsa-miR-221-3p,ENST00000369202,ENSG00000203832,NBPF20,0.920606696
hsa-miR-221-3p,ENST00000289272,ENSG00000239389,PCDHA13,0.920280554
hsa-miR-221-3p,ENST00000522353,ENSG00000255408,PCDHA3,0.920250337
hsa-miR-221-3p,ENST00000307360,ENSG00000250120,PCDHA10,0.920129406
hsa-miR-221-3p,ENST00000530339,ENSG00000204967,PCDHA4,0.919947813
hsa-miR-221-3p,ENST00000531613,ENSG00000204962,PCDHA8,0.919705321
hsa-miR-221-3p,ENST00000398631,ENSG00000251664,PCDHA12,0.919553551
hsa-miR-221-3p,ENST00000253807,ENSG00000248383,PCDHAC1,0.91946241
hsa-miR-221-3p,ENST00000529310,ENSG00000081842,PCDHA6,0.919432017
hsa-miR-221-3p,ENST00000360880,ENSG00000100146,SOX10,0.919189168
hsa-miR-221-3p,ENST00000490820,ENSG00000137504,CREBZF,0.919168665
hsa-miR-221-3p,ENST00000289269,ENSG00000243232,PCDHAC2,0.919066787
hsa-miR-221-3p,ENST00000338008,ENSG00000039319,ZFYVE16,0.919049415
hsa-miR-221-3p,ENST00000374429,ENSG00000107562,CXCL12,0.918987612
hsa-miR-221-3p,ENST00000525929,ENSG00000204963,PCDHA7,0.918700616
hsa-miR-221-3p,ENST00000528004,ENSG00000149196,C11orf73,0.918583716
hsa-miR-221-3p,ENST00000389726,ENSG00000110427,KIAA1549L,0.918490234
hsa-miR-221-3p,ENST00000398640,ENSG00000249158,PCDHA11,0.918149598
hsa-miR-221-3p,ENST00000529859,ENSG00000204965,PCDHA5,0.918118924
hsa-miR-221-3p,ENST00000504120,ENSG00000204970,PCDHA1,0.917904024
hsa-miR-221-3p,ENST00000511480,ENSG00000078177,N4BP2,0.917140048
hsa-miR-221-3p,ENST00000455785,ENSG00000117632,STMN1,0.917040371
hsa-miR-221-3p,ENST00000400286,ENSG00000184564,SLITRK6,0.917017555
hsa-miR-221-3p,ENST00000369851,ENSG00000065135,GNAI3,0.915828604
hsa-miR-221-3p,ENST00000265379,ENSG00000172752,COL6A5,0.915468029
hsa-miR-221-3p,ENST00000544533,ENSG00000108830,RND2,0.913838021
hsa-miR-221-3p,ENST00000409892,ENSG00000138069,RAB1A,0.912714861
hsa-miR-221-3p,ENST00000217244,ENSG00000101266,CSNK2A1,0.912322973
hsa-miR-221-3p,ENST00000361905,ENSG00000187079,TEAD1,0.912040052
hsa-miR-221-3p,ENST00000537554,ENSG00000118432,CNR1,0.91142056
hsa-miR-221-3p,ENST00000361264,ENSG00000198876,DCAF12,0.910940266
hsa-miR-221-3p,ENST00000273183,ENSG00000144681,STAC,0.910736125
hsa-miR-221-3p,ENST00000306318,ENSG00000168505,GBX2,0.91072211
hsa-miR-221-3p,ENST00000341590,ENSG00000073712,FERMT2,0.91070861
hsa-miR-221-3p,ENST00000359523,ENSG00000197965,MPZL1,0.909988104
hsa-miR-221-3p,ENST00000561573,ENSG00000261147,RP11-697E2.6,0.909357371
hsa-miR-221-3p,ENST00000265742,ENSG00000001629,ANKIB1,0.90923171
hsa-miR-221-3p,ENST00000511674,ENSG00000126550,HTN1,0.90854864
hsa-miR-221-3p,ENST00000435794,ENSG00000131503,ANKHD1,0.908510204
hsa-miR-221-3p,ENST00000310078,ENSG00000173744,AGFG1,0.907701988
hsa-miR-221-3p,ENST00000261868,ENSG00000104131,EIF3J,0.907285994
hsa-miR-221-3p,ENST00000260113,ENSG00000137558,PI15,0.907282835
hsa-miR-221-3p,ENST00000372687,ENSG00000156671,SAMD8,0.907212459
hsa-miR-221-3p,ENST00000416428,ENSG00000204790,CBWD6,0.907061335
hsa-miR-221-3p,ENST00000480568,ENSG00000203836,NBPF24,0.906948883
hsa-miR-221-3p,ENST00000525808,ENSG00000117054,ACADM,0.906669787
hsa-miR-221-3p,ENST00000263080,ENSG00000108381,ASPA,0.904198857
hsa-miR-221-3p,ENST00000272163,ENSG00000143815,LBR,0.903715478
hsa-miR-221-3p,ENST00000373275,ENSG00000165288,BRWD3,0.903575244
hsa-miR-221-3p,ENST00000358604,ENSG00000136682,CBWD2,0.903353714
hsa-miR-221-3p,ENST00000513000,ENSG00000109452,INPP4B,0.899511668
hsa-miR-221-3p,ENST00000337002,ENSG00000008952,SEC62,0.898852383
hsa-miR-221-3p,ENST00000372397,ENSG00000157514,TSC22D3,0.898810605
hsa-miR-221-3p,ENST00000338305,ENSG00000156564,LRFN2,0.896383921
hsa-miR-221-3p,ENST00000299613,ENSG00000166483,WEE1,0.896015433
hsa-miR-221-3p,ENST00000307630,ENSG00000170027,YWHAG,0.895566809
hsa-miR-221-3p,ENST00000382114,ENSG00000153012,LGI2,0.895101686
hsa-miR-221-3p,ENST00000514049,ENSG00000103599,IQCH,0.895065253
hsa-miR-221-3p,ENST00000509769,ENSG00000145390,USP53,0.894803417
hsa-miR-221-3p,ENST00000366918,ENSG00000116141,MARK1,0.893214507
hsa-miR-221-3p,ENST00000432054,ENSG00000172765,TMCC1,0.892897418
hsa-miR-221-3p,ENST00000262032,ENSG00000123411,IKZF4,0.892504246
hsa-miR-221-3p,ENST00000412050,ENSG00000107864,CPEB3,0.892395826
hsa-miR-221-3p,ENST00000466681,ENSG00000156928,MALSU1,0.891254443
hsa-miR-221-3p,ENST00000392455,ENSG00000152492,CCDC50,0.891173826
hsa-miR-221-3p,ENST00000265175,ENSG00000138802,SEC24B,0.890564088
hsa-miR-221-3p,ENST00000338700,ENSG00000109654,TRIM2,0.889367809
hsa-miR-221-3p,ENST00000442702,ENSG00000243452,NBPF15,0.889163765
hsa-miR-221-3p,ENST00000452157,ENSG00000155545,MIER3,0.887742495
hsa-miR-221-3p,ENST00000393593,ENSG00000168310,IRF2,0.885949795
hsa-miR-221-3p,ENST00000368911,ENSG00000155111,CDK19,0.885649874
hsa-miR-221-3p,ENST00000258526,ENSG00000136040,PLXNC1,0.885195313
hsa-miR-221-3p,ENST00000311946,ENSG00000172548,NIPAL4,0.885080233
hsa-miR-221-3p,ENST00000367188,ENSG00000158615,PPP1R15B,0.883560051
hsa-miR-221-3p,ENST00000306434,ENSG00000168906,MAT2A,0.882931181
hsa-miR-221-3p,ENST00000254976,ENSG00000132639,SNAP25,0.881481857
hsa-miR-221-3p,ENST00000419488,ENSG00000187391,MAGI2,0.881340075
hsa-miR-221-3p,ENST00000522676,ENSG00000163116,STPG2,0.881259701
hsa-miR-221-3p,ENST00000271715,ENSG00000143442,POGZ,0.880660615
hsa-miR-221-3p,ENST00000333896,ENSG00000115306,SPTBN1,0.879806432
hsa-miR-221-3p,ENST00000267811,ENSG00000140262,TCF12,0.879706715
hsa-miR-221-3p,ENST00000313548,ENSG00000176034,CHDC2,0.879667379
hsa-miR-221-3p,ENST00000330236,ENSG00000198315,ZKSCAN8,0.879253706
hsa-miR-221-3p,ENST00000407008,ENSG00000087095,NLK,0.87818946
hsa-miR-221-3p,ENST00000233838,ENSG00000115486,GGCX,0.87803959
hsa-miR-221-3p,ENST00000372435,ENSG00000147224,PRPS1,0.877964598
hsa-miR-221-3p,ENST00000458235,ENSG00000105639,JAK3,0.877604698
hsa-miR-221-3p,ENST00000374874,ENSG00000148123,LPPR1,0.876194731
hsa-miR-221-3p,ENST00000261745,ENSG00000111300,NAA25,0.875734911
hsa-miR-221-3p,ENST00000267984,ENSG00000140406,MESDC1,0.875339212
hsa-miR-221-3p,ENST00000290294,ENSG00000159182,PRAC1,0.874950528
hsa-miR-221-3p,ENST00000534964,ENSG00000047346,FAM214A,0.874697562
hsa-miR-221-3p,ENST00000327419,ENSG00000185742,C11orf87,0.874687637
hsa-miR-221-3p,ENST00000423158,ENSG00000185652,NTF3,0.874411412
hsa-miR-221-3p,ENST00000513505,ENSG00000155984,TMEM185A,0.874010392
hsa-miR-221-3p,ENST00000420274,ENSG00000169499,PLEKHA2,0.870385072
hsa-miR-221-3p,ENST00000559471,ENSG00000138593,SECISBP2L,0.869071775
hsa-miR-221-3p,ENST00000422974,ENSG00000255073,ZFP91-CNTF,0.868570703
hsa-miR-221-3p,ENST00000602710,ENSG00000170035,UBE2E3,0.868162805
hsa-miR-221-3p,ENST00000484976,ENSG00000122882,ECD,0.868030547
hsa-miR-221-3p,ENST00000286732,ENSG00000156206,C15orf26,0.867060566
hsa-miR-221-3p,ENST00000446760,ENSG00000186275,NBPF12,0.865352219
hsa-miR-221-3p,ENST00000319540,ENSG00000145284,SCD5,0.865001221
hsa-miR-221-3p,ENST00000463407,ENSG00000139496,NUPL1,0.863578598
hsa-miR-221-3p,ENST00000341377,ENSG00000157168,NRG1,0.8635162
hsa-miR-221-3p,ENST00000342415,ENSG00000168566,SNRNP48,0.863418747
hsa-miR-221-3p,ENST00000367674,ENSG00000116147,TNR,0.863042642
hsa-miR-221-3p,ENST00000345317,ENSG00000005020,SKAP2,0.862501787
hsa-miR-221-3p,ENST00000316963,ENSG00000120992,LYPLA1,0.862323804
hsa-miR-221-3p,ENST00000380055,ENSG00000184434,LRRC19,0.862154301
hsa-miR-221-3p,ENST00000550779,ENSG00000161642,ZNF385A,0.860883433
hsa-miR-221-3p,ENST00000414822,ENSG00000129757,CDKN1C,0.860586851
hsa-miR-221-3p,ENST00000299502,ENSG00000197632,SERPINB2,0.859856164
hsa-miR-221-3p,ENST00000326298,ENSG00000112237,CCNC,0.859040974
hsa-miR-221-3p,ENST00000410096,ENSG00000136541,ERMN,0.858682798
hsa-miR-221-3p,ENST00000193322,ENSG00000081087,OSTM1,0.858665329
hsa-miR-221-3p,ENST00000342287,ENSG00000167081,PBX3,0.858060336
hsa-miR-221-3p,ENST00000361115,ENSG00000151882,CCL28,0.858012137
hsa-miR-221-3p,ENST00000504360,ENSG00000188848,BEND4,0.857446428
hsa-miR-221-3p,ENST00000336767,ENSG00000113460,BRIX1,0.857432214
hsa-miR-221-3p,ENST00000352511,ENSG00000114739,ACVR2B,0.854768528
hsa-miR-221-3p,ENST00000265563,ENSG00000114302,PRKAR2A,0.854056607
hsa-miR-221-3p,ENST00000303562,ENSG00000170345,FOS,0.853810095
hsa-miR-221-3p,ENST00000370981,ENSG00000162595,DIRAS3,0.852332871
hsa-miR-221-3p,ENST00000422989,ENSG00000167378,IRGQ,0.852322521
hsa-miR-221-3p,ENST00000376911,ENSG00000135046,ANXA1,0.851618035
hsa-miR-221-3p,ENST00000356940,ENSG00000099246,RAB18,0.851286941
hsa-miR-221-3p,ENST00000534668,ENSG00000156738,MS4A1,0.851181657
hsa-miR-221-3p,ENST00000376896,ENSG00000198963,RORB,0.850712495
hsa-miR-221-3p,ENST00000367846,ENSG00000143158,MPC2,0.850231871
hsa-miR-221-3p,ENST00000296499,ENSG00000164100,NDST3,0.849214506
hsa-miR-221-3p,ENST00000376663,ENSG00000168283,BMI1,0.847740996
hsa-miR-221-3p,ENST00000496811,ENSG00000174953,DHX36,0.847039928
hsa-miR-221-3p,ENST00000283131,ENSG00000153147,SMARCA5,0.846806456
hsa-miR-221-3p,ENST00000397936,ENSG00000169302,STK32A,0.846634167
hsa-miR-221-3p,ENST00000526755,ENSG00000168522,FNTA,0.846050223
hsa-miR-221-3p,ENST00000244769,ENSG00000124788,ATXN1,0.845727903
hsa-miR-221-3p,ENST00000472726,ENSG00000256500,RP11-73M18.2,0.845643729
hsa-miR-221-3p,ENST00000373547,ENSG00000119414,PPP6C,0.845095357
hsa-miR-221-3p,ENST00000397358,ENSG00000147421,HMBOX1,0.844470482
hsa-miR-221-3p,ENST00000564558,ENSG00000184939,ZFP90,0.843829943
hsa-miR-221-3p,ENST00000451137,ENSG00000142871,CYR61,0.843506816
hsa-miR-221-3p,ENST00000319386,ENSG00000180347,CCDC129,0.842115041
hsa-miR-221-3p,ENST00000256447,ENSG00000134061,CD180,0.841694938
hsa-miR-221-3p,ENST00000307078,ENSG00000168646,AXIN2,0.841522013
hsa-miR-221-3p,ENST00000407775,ENSG00000169946,ZFPM2,0.840458793
hsa-miR-221-3p,ENST00000209875,ENSG00000094916,CBX5,0.839763827
hsa-miR-221-3p,ENST00000369962,ENSG00000085433,WDR47,0.839729729
hsa-miR-221-3p,ENST00000005257,ENSG00000006451,RALA,0.839513769
hsa-miR-221-3p,ENST00000217909,ENSG00000077713,SLC25A43,0.839198267
hsa-miR-221-3p,ENST00000441156,ENSG00000114353,GNAI2,0.839090797
hsa-miR-221-3p,ENST00000303460,ENSG00000180818,HOXC10,0.838753659
hsa-miR-221-3p,ENST00000425063,ENSG00000197343,ZNF655,0.838367565
hsa-miR-221-3p,ENST00000296603,ENSG00000164187,LMBRD2,0.837796702
hsa-miR-221-3p,ENST00000416015,ENSG00000204406,MBD5,0.837588582
hsa-miR-221-3p,ENST00000394440,ENSG00000115484,CCT4,0.836370163
hsa-miR-221-3p,ENST00000395715,ENSG00000104447,TRPS1,0.835640605
hsa-miR-221-3p,ENST00000260630,ENSG00000138061,CYP1B1,0.835523636
hsa-miR-221-3p,ENST00000397933,ENSG00000163714,U2SURP,0.832325808
hsa-miR-221-3p,ENST00000526355,ENSG00000152402,GUCY1A2,0.832160301
hsa-miR-221-3p,ENST00000258963,ENSG00000136451,VEZF1,0.832042446
hsa-miR-221-3p,ENST00000423270,ENSG00000181827,RFX7,0.831282322
hsa-miR-221-3p,ENST00000405863,ENSG00000122584,NXPH1,0.830951203
hsa-miR-221-3p,ENST00000338205,ENSG00000136813,KIAA0368,0.830905148
hsa-miR-221-3p,ENST00000435041,ENSG00000198833,UBE2J1,0.82998247
hsa-miR-221-3p,ENST00000394795,ENSG00000120727,PAIP2,0.829925781
hsa-miR-221-3p,ENST00000323346,ENSG00000179520,SLC17A8,0.829712316
hsa-miR-221-3p,ENST00000358595,ENSG00000143437,ARNT,0.829232106
hsa-miR-221-3p,ENST00000354586,ENSG00000198252,STYX,0.827697674
hsa-miR-221-3p,ENST00000405977,ENSG00000132640,BTBD3,0.827102119
hsa-miR-221-3p,ENST00000263238,ENSG00000115091,ACTR3,0.826906477
hsa-miR-221-3p,ENST00000341861,ENSG00000074603,DPP8,0.826564402
hsa-miR-221-3p,ENST00000292782,ENSG00000043093,DCUN1D1,0.826236539
hsa-miR-221-3p,ENST00000341418,ENSG00000188779,SKOR1,0.826166657
hsa-miR-221-3p,ENST00000301645,ENSG00000167910,CYP7A1,0.825735075
hsa-miR-221-3p,ENST00000369558,ENSG00000163349,HIPK1,0.825335658
hsa-miR-221-3p,ENST00000357325,ENSG00000143321,HDGF,0.825239328
hsa-miR-221-3p,ENST00000373517,ENSG00000186462,NAP1L2,0.824979559
hsa-miR-221-3p,ENST00000522677,ENSG00000185697,MYBL1,0.82492613
hsa-miR-221-3p,ENST00000396037,ENSG00000111728,ST8SIA1,0.824802855
hsa-miR-221-3p,ENST00000469584,ENSG00000163634,THOC7,0.824247913
hsa-miR-221-3p,ENST00000327835,ENSG00000164684,ZNF704,0.823618152
hsa-miR-221-3p,ENST00000425028,ENSG00000100225,FBXO7,0.823339895
hsa-miR-221-3p,ENST00000508866,ENSG00000242013,USP27X,0.822948853
hsa-miR-221-3p,ENST00000394507,ENSG00000001631,KRIT1,0.822847613
hsa-miR-221-3p,ENST00000373930,ENSG00000106780,MEGF9,0.822324227
hsa-miR-221-3p,ENST00000228567,ENSG00000110975,SYT10,0.820202271
hsa-miR-221-3p,ENST00000360270,ENSG00000147065,MSN,0.818253884
hsa-miR-221-3p,ENST00000288167,ENSG00000056736,IL17RB,0.818094863
hsa-miR-221-3p,ENST00000298919,ENSG00000165966,PDZRN4,0.815787324
hsa-miR-221-3p,ENST00000411529,ENSG00000170144,HNRNPA3,0.814333868
hsa-miR-221-3p,ENST00000388996,ENSG00000184156,KCNQ3,0.813708935
hsa-miR-221-3p,ENST00000371901,ENSG00000186377,CYP4X1,0.813600784
hsa-miR-221-3p,ENST00000371933,ENSG00000159658,EFCAB14,0.813224679
hsa-miR-221-3p,ENST00000378673,ENSG00000164404,GDF9,0.81240164
hsa-miR-221-3p,ENST00000591446,ENSG00000167470,MIDN,0.812071867
hsa-miR-221-3p,ENST00000332499,ENSG00000186834,HEXIM1,0.811274194
hsa-miR-221-3p,ENST00000335012,ENSG00000187068,C3orf70,0.810644572
hsa-miR-221-3p,ENST00000371019,ENSG00000181274,FRAT2,0.810317287
hsa-miR-221-3p,ENST00000330909,ENSG00000151276,MAGI1,0.810195135
hsa-miR-221-3p,ENST00000264866,ENSG00000109680,TBC1D19,0.809561159
hsa-miR-221-3p,ENST00000599847,ENSG00000152439,ZNF773,0.809353992
hsa-miR-221-3p,ENST00000329524,ENSG00000072736,NFATC3,0.808394996
hsa-miR-221-3p,ENST00000534277,ENSG00000197302,ZNF720,0.808200707
hsa-miR-221-3p,ENST00000483398,ENSG00000143514,TP53BP2,0.808105803
hsa-miR-221-3p,ENST00000564578,ENSG00000065427,KARS,0.807598122
hsa-miR-221-3p,ENST00000319286,ENSG00000180938,ZNF572,0.807108956
hsa-miR-221-3p,ENST00000371327,ENSG00000119969,HELLS,0.806508605
hsa-miR-221-3p,ENST00000392232,ENSG00000197841,ZNF181,0.805745373
hsa-miR-221-3p,ENST00000449987,ENSG00000139746,RBM26,0.805230958
hsa-miR-221-3p,ENST00000394989,ENSG00000145335,SNCA,0.804288904
hsa-miR-221-3p,ENST00000532692,ENSG00000064199,SPA17,0.803495092
hsa-miR-221-3p,ENST00000274008,ENSG00000145375,SPATA5,0.80272454
hsa-miR-221-3p,ENST00000397622,ENSG00000146842,TMEM209,0.802668592
hsa-miR-221-3p,ENST00000417839,ENSG00000203827,NBPF16,0.802114452
hsa-miR-221-3p,ENST00000339659,ENSG00000157540,DYRK1A,0.800705824
hsa-miR-221-3p,ENST00000397832,ENSG00000214216,IQCJ,0.800030625
hsa-miR-221-3p,ENST00000265866,ENSG00000096746,HNRNPH3,0.800020114
hsa-miR-221-3p,ENST00000399793,ENSG00000154153,FAM134B,0.799981125
hsa-miR-221-3p,ENST00000601302,ENSG00000268223,ARL14EPL,0.799798493
