
Generated at: 2019/05/07 11:56:05
mirDIP version: 4.1.11.1.
Database version: 4.1.0.3


Micro RNAs: hsa-miR-16-5p 
hsa-miR-19b-3p 
hsa-miR-20b-5p 
hsa-miR-21-5p 
hsa-miR-24-3p 
hsa-miR-26a-5p 
hsa-miR-27b-3p 
hsa-miR-28-5p 
hsa-miR-29a-3p 
hsa-miR-30b-5p 
hsa-miR-92a-3p 
hsa-miR-93-5p 
hsa-miR-99b-5p 
hsa-miR-122-5p 
hsa-miR-126-3p 
hsa-miR-126-5p 
hsa-miR-130a-3p 
hsa-miR-140-5p 
hsa-miR-143-3p 
hsa-miR-145-5p 
hsa-miR-150-5p 
hsa-miR-191-5p 
hsa-miR-192-5p 
hsa-miR-197-3p 
hsa-miR-221-3p 
hsa-miR-222-3p 
hsa-miR-223-3p 
hsa-miR-223-5p 
hsa-miR-320a 
hsa-miR-324-5p 
hsa-miR-375 
hsa-miR-486-5p 
hsa-miR-574-3p 
hsa-miR-885-5p 
hsa-let-7b-5p 
hsa-let-7d-5p 
Minimum Score class - Very High


Results (7397)
Gene,Uniprot \ miRNAs,hsa-let-7b-5p,hsa-let-7d-5p,hsa-miR-122-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-130a-3p,hsa-miR-140-5p,hsa-miR-143-3p,hsa-miR-145-5p,hsa-miR-150-5p,hsa-miR-16-5p,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-197-3p,hsa-miR-19b-3p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-223-5p,hsa-miR-24-3p,hsa-miR-26a-5p,hsa-miR-27b-3p,hsa-miR-28-5p,hsa-miR-29a-3p,hsa-miR-30b-5p,hsa-miR-320a,hsa-miR-324-5p,hsa-miR-375,hsa-miR-486-5p,hsa-miR-574-3p,hsa-miR-885-5p,hsa-miR-92a-3p,hsa-miR-93-5p,hsa-miR-99b-5p,Shared miRNAs
NUP43,Q8NFH3,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,2
NUP50,Q9UKX7,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,,Y,,,,4
NUP54,Q7Z3B4,,,,,,,,,,,,,,,Y,,,,,Y,,,Y,,,,,,,Y,,,,,,,4
NUP58,Q9BVL2,,,,,,,,,Y,,,,,,Y,Y,,Y,Y,,,Y,,,,,Y,,,,,,,,Y,,8
NUP98,P52948,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,4
NUS1,Q96E22,,,,,,Y,,,Y,,,,,,Y,,,,,,Y,,Y,Y,,,Y,Y,,,,,,,,,8
NUTM2G,Q5VZR2,,,,,,,,Y,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3
NWD1,Q149M9,,,,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,3
NWD2,Q9ULI1,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,2
NXF1,Q9UBU9,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,Y,Y,,,,,,,,,,Y,Y,7
NXN,Q6DKJ4,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
NXPE3,Q969Y0,,,,,,,,,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,5
NXPH1,P58417,Y,,,,,,,,,,Y,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,5
NXPH4,O95158,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,3
NXT2,Q9NPJ8,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,Y,,Y,,,,,,,7
NYAP2,Q9P242,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,2
NYNRIN,Q9P2P1,Y,Y,,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,5
OAF,Q86UD1,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,2
OAS2,P29728,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,3
OAS3,Q9Y6K5,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
OAZ2,O95190,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,2
OCRL,Q01968,,,Y,,,Y,,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,Y,,8
ODF2,Q5BJF6,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,2
OGDH,Q02218,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
OGN,P20774,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,2
OGT,O15294,,,,,,Y,Y,,Y,,Y,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,,,,,,,Y,,,13
OLA1,Q9NTK5,,,Y,,,,,Y,,,,,,,,,,Y,Y,Y,,,,,Y,,,Y,,,,,,,Y,,8
OLFM1,Q99784,,,,,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,3
OLFM3,Q96PB7,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,Y,,,,Y,,,,,,,Y,,6
OLFM4,Q6UX06,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,4
OLIG1,Q8TAK6,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
OLIG3,Q7RTU3,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,2
OLR1,P78380,Y,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,4
OMG,P23515,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,3
ONECUT2,O95948,Y,Y,,,,Y,Y,Y,Y,Y,Y,,Y,,,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,,,,,,,,,17
OPA1,O60313,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,3
OPA3,Q9H6K4,Y,Y,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,6
OPCML,Q14982,,,Y,,,,,,,,,,,,Y,,,,,Y,,Y,Y,Y,,,,,,,,,,,Y,,7
OPHN1,O60890,,,Y,,,Y,,,,,Y,,,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,Y,,,,9
OPN3,Q9H1Y3,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
OPRM1,P35372,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,3
ORAI1,Q96D31,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
ORAI2,Q96SN7,,,Y,,,,,,,Y,,,,Y,,Y,,,,,,Y,,,,,,,,,,,,,Y,,6
ORC2,Q13416,,,Y,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,6
ORC4,O43929,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,2
ORMDL3,Q8N138,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
OS9,Q13438,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
OSBP,P22059,,,,,,Y,,,Y,,Y,,,Y,,,,,,,,Y,,,,Y,,,,,,,Y,,,,7
OSBP2,Q969R2,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2
OSBPL10,Q9BXB5,,,Y,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,Y,,5
OSBPL11,Q9BXB4,,Y,,,,Y,,,,,,,,,Y,Y,,,,,,,Y,Y,,Y,Y,,,,,,,,,,8
OSBPL1A,Q9BXW6,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
OSBPL2,Q9H1P3,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,2
OSBPL3,Q9H4L5,Y,Y,,,,,Y,Y,,,Y,,,,,,Y,Y,Y,,,,,,Y,Y,,Y,,,,,Y,,,,12
OSBPL5,Q9H0X9,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,3
OSBPL6,Q9BZF3,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,2
OSBPL7,Q9BZF2,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
OSBPL8,Q9BZF1,,,,,,,,,,,,,,,,Y,,Y,Y,,,Y,,,,,Y,Y,,,,,,,Y,,7
OSBPL9,Q96SU4,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2
OSER1,Q9NX31,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,2
OSGIN2,Q9Y236,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,Y,,,,,,,Y,Y,,6
OSM,P13725,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
OSMR,Q99650,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
OSR1,Q8TAX0,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,3
OSTC,Q9NRP0,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,2
OSTF1,Q92882,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
OSTM1,Q86WC4,,,Y,,,,Y,,,,Y,,,Y,Y,Y,,Y,Y,,,,Y,Y,,,Y,,,,,,,,Y,,12
OTOF,Q9HC10,Y,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,3
OTOGL,Q3ZCN5,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
OTOR,Q9NRC9,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,2
OTUB1,Q96FW1,,,,,,,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,3
OTUB2,Q96DC9,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,3
OTUD1,Q5VV17,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,Y,,4
OTUD3,Q5T2D3,Y,Y,,,,Y,,,,,Y,,Y,,,Y,,,,,,,Y,,,,,Y,Y,,,,,Y,Y,,11
OTUD4,Q01804,Y,Y,,,,Y,,Y,,,Y,,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,Y,Y,,17
OTUD6B,Q8N6M0,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,Y,,,5
OTUD7B,Q6GQQ9,,,Y,,,,,Y,Y,Y,,,,,Y,Y,,,,,,,,,Y,,,Y,,Y,,,,,,,9
OTULIN,Q96BN8,,,,,,,Y,,,,,,,Y,,Y,,,,,,Y,,Y,Y,Y,Y,Y,,Y,,,,,Y,,11
OTX1,P32242,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,4
OTX2,P32243,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,3
OXGR1,Q96P68,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,2
OXR1,Q8N573,,,,,,,Y,Y,,,,,Y,,,Y,,,,,,,,,,Y,Y,,,,,,Y,,Y,,8
OXSR1,O95747,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,4
P2RX1,P51575,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
P2RX4,Q99571,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
P2RY14,Q15391,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
P2RY6,Q15077,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,2
P3H2,Q8IVL5,,,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,3
P3H3,Q8IVL6,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,2
P4HA1,P13674,,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,4
P4HA2,O15460,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,3
PA2G4,Q9UQ80,,,,,,,,Y,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,3
PABPC1L2A,Q5JQF8,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,3
PABPC1L2B,Q5JQF8,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,3
PACRG,Q96M98,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,3
PACS1,Q6VY07,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,3
PACS2,Q86VP3,Y,Y,,,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,5
PADI1,Q9ULC6,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
PAF1,Q8N7H5,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,Y,,4
PAFAH1B1,P43034,,,,,,Y,Y,,Y,Y,Y,Y,,,,Y,Y,,,Y,,,,,,,,Y,,Y,,,Y,Y,Y,,14
PAFAH1B2,P68402,,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,,,,,,,,,Y,Y,Y,,,,,,,,Y,,11
PAFAH2,Q99487,Y,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,Y,,7
PAG1,Q9NWQ8,Y,Y,,,,,,Y,,Y,Y,,,,,Y,Y,,,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,,15
PAGR1,Q9BTK6,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,3
PAIP1,Q9H074,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,Y,,,4
PAIP2,Q9BPZ3,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,Y,,,,Y,,,,,,,5
PAIP2B,Q9ULR5,,,,,,,,,Y,,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,4
PAK1,Q13153,Y,Y,,,,,,,Y,Y,Y,,,,,,,Y,Y,,,,Y,,,,Y,Y,,,,,,,,,10
PAK2,Q13177,,,,,,,,Y,,,Y,,,,,Y,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,Y,Y,,11
PAK4,O96013,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
PAK5,Q9P286,,,,,,,,,Y,,Y,,,,Y,Y,,Y,Y,Y,,Y,,,,,Y,Y,,Y,,,Y,,Y,,13
PAK6,Q9NQU5,,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,3
PALD1,Q9ULE6,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,3
PALLD,Q8WX93,Y,,,,,,Y,,,,,,,,Y,Y,,,,,,,Y,,,,,Y,,Y,,,,Y,Y,,9
PALM2,Q8IXS6,,,,,,,,Y,Y,,,,,,,,,Y,Y,,,,,Y,Y,Y,Y,Y,,,,,,Y,,,10
PALM2-AKAP2,n.s.,,,,,,,Y,,,Y,Y,,,,,,Y,,,,,,,,,Y,,Y,,,,,,,,,6
PALM3,A6NDB9,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,3
PAM,P19021,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,4
PAN2,Q504Q3,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,3
PAN3,Q58A45,,,,,,Y,,Y,,,Y,,,,,Y,Y,,,,,,Y,Y,,,,Y,,,,,,,Y,,9
PANK1,Q8TE04,,,,,,,,,,,Y,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,4
PANK2,Q9BZ23,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
PANK3,Q9H999,,,,,,Y,Y,,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,Y,Y,Y,,9
PANX1,Q96RD7,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,3
PANX2,Q96RD6,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,4
PAPD4,Q6PIY7,,Y,,,,Y,,,Y,,Y,,,,Y,,,,,,,,Y,,,,Y,,,Y,,,,Y,,,9
PAPD5,Q8NDF8,,,,,,,Y,Y,Y,Y,,,,Y,Y,Y,,,,Y,,,,Y,,,Y,Y,,,,,Y,Y,Y,,14
PAPD7,Q5XG87,,,,,,,Y,,Y,Y,,Y,,,,,Y,,,,,,,Y,,,,,,,,,,Y,,,7
PAPOLA,P51003,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,Y,,,,,,Y,Y,,8
PAPOLB,Q9NRJ5,,,,,,,,Y,,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,,,Y,Y,,7
PAPOLG,Q9BWT3,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,Y,,Y,,,,,,,Y,,6
PAPPA,Q13219,Y,Y,Y,,,,,Y,,Y,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,8
PAPSS2,O95340,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,3
PAQR3,Q6TCH7,,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,Y,,Y,,,,,,,5
PAQR4,Q8N4S7,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,2
PAQR9,Q6ZVX9,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,3
PARD6B,Q9BYG5,Y,Y,,,,,Y,,,,Y,,,,,Y,,,,,,,,Y,,,,Y,,,,,,,Y,,8
PARM1,Q6UWI2,Y,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,4
PARP1,P09874,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,3
PARP11,Q9NR21,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2
PARP16,Q8N5Y8,Y,Y,,Y,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,5
PARP6,Q2NL67,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
PARP8,Q8N3A8,Y,Y,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,Y,Y,,,,,,Y,Y,,9
PARS2,Q7L3T8,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
PARVA,Q9NVD7,,,,,,Y,Y,,Y,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,Y,,Y,,8
PATJ,Q8NI35,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,3
PATL1,Q86TB9,,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,3
PATZ1,Q9HBE1,,,,,,,,,,Y,,,,,,,,,Y,,,Y,Y,Y,,Y,,,,Y,,,,,,,7
PAWR,Q96IZ0,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,3
PAX2,Q02962,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,2
PAX3,P23760,Y,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,6
PAX5,Q02548,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,2
PAX6,P26367,,,,,,Y,Y,,,,,,,,Y,Y,,,,Y,,,,,,,,,,Y,,,,,Y,,7
PAX8,Q06710,,,Y,,,,Y,Y,,,,,,,,Y,,Y,,,,Y,,,,,,,Y,,,,,,Y,,8
PAX9,P55771,,,,,,,Y,Y,,,,,,,,,,,,Y,,,,Y,,,Y,,,,,,,Y,,,6
PAXBP1,Q9Y5B6,,,,,,Y,,,Y,,,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,,,5
PAXIP1,Q6ZW49,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,2
PBK,Q96KB5,,,,,,,,,Y,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,4
PBLD,P30039,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,3
PBRM1,Q86U86,,,,,,,Y,,,Y,,,,,,Y,Y,,,,,,,,,,Y,,,Y,,,,,Y,,7
PBX1,P40424,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,4
PBX2,P40425,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
PBX3,P40426,Y,Y,,,,Y,,Y,Y,,Y,,,,,Y,,Y,Y,,,,,,,,,Y,,,,,Y,,Y,,12
PCBD2,Q9H0N5,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
PCBP2,Q15366,,,,,,,,,Y,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,Y,,5
PCBP4,P57723,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
PCDH10,Q9P2E7,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,Y,,,,,Y,,,,,,,Y,,,7
PCDH11X,Q9BZA7,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,Y,Y,,,5
PCDH11Y,Q9BZA8,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,Y,Y,,,5
PCDH15,Q96QU1,,,,,,Y,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,5
PCDH17,O14917,,,Y,,,,,,,,Y,,Y,,,,Y,,,Y,,Y,,Y,,Y,Y,,,,,,,,,,9
PCDH19,Q8TAB3,Y,Y,,,,,Y,,,,Y,,Y,,,,Y,,,Y,,Y,Y,,Y,,Y,Y,Y,,,,,,Y,,14
PCDH20,Q8N6Y1,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,5
PCDH7,O60245,,,,Y,,,Y,,,,Y,,,,Y,Y,,Y,Y,,,,Y,Y,,,,,,Y,,,,Y,Y,,12
PCDH9,Q9HC56,,,Y,,,,,,,,Y,,Y,,,,,,Y,,,,Y,Y,,,Y,Y,,,,,Y,Y,,,10
PCDHA1,Q9Y5I3,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,Y,,,,Y,,Y,,Y,,,,,,,Y,,11
PCDHA10,Q9Y5I2,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA11,Q9Y5I1,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA12,Q9UN75,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA13,Q9Y5I0,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA2,Q9Y5H9,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA3,Q9Y5H8,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA4,Q9UN74,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA5,Q9Y5H7,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA6,Q9UN73,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA7,Q9UN72,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA8,Q9Y5H6,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCDHA9,Q9Y5H5,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,Y,,Y,Y,Y,,Y,,,,,,,Y,,12
PCDHAC1,Q9H158,,,Y,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,Y,,Y,,Y,,,,,,,Y,,11
PCDHAC2,Q9Y5I4,,,,,,,,Y,,,Y,,,,Y,Y,,Y,Y,,,,,,,Y,,Y,,,,,,,Y,,9
PCGF3,Q3KNV8,Y,Y,,,,,,Y,,,,,,Y,,Y,,Y,Y,,,,,Y,,Y,Y,Y,,,,,,Y,Y,,13
PCGF5,Q86SE9,,,,,,Y,,,,,Y,,Y,,Y,Y,Y,,,,,Y,,,Y,,Y,Y,,,,,,,Y,,11
PCLAF,Q15004,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,2
PCLO,Q9Y6V0,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,2
PCM1,Q15154,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,2
PCMT1,P22061,,,,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,4
PCMTD1,Q96MG8,,,,,,,,,,,,,,,,Y,,Y,Y,,,,Y,,,,Y,,,,,,,Y,Y,,7
PCMTD2,Q9NV79,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,2
PCNP,Q8WW12,,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,5
PCNX1,Q96RV3,,,,,,Y,,Y,,,Y,,,,,Y,,,,Y,,,Y,Y,,,,,,Y,,,,,Y,,9
PCSK1,P29120,,,,,,,Y,,,Y,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,5
PCSK2,P16519,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,2
PCSK5,Q92824,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
PCSK6,P29122,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,Y,,Y,,,,,,,5
PCTP,Q9UKL6,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,4
PCYT1B,Q9Y5K3,Y,Y,,,,Y,,,,,,,,,,Y,,,,,,,,,Y,Y,,,Y,,,,,Y,Y,,9
PDAP1,Q13442,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,4
PDCD10,Q9BUL8,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,Y,,,,,,,,Y,,5
PDCD1LG2,Q9BQ51,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,4
PDCD4,Q53EL6,Y,Y,,,,,Y,,Y,Y,Y,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,Y,,10
PDCD6IP,Q8WUM4,,,,,,,,Y,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,Y,Y,,,6
