Mirna Name,Transcript Id,Gene Idname,Gene name,miTG score
hsa-miR-24-3p,ENST00000381176,ENSG00000138944,KIAA1644,0.776193765
hsa-miR-24-3p,ENST00000494649,ENSG00000137074,APTX,0.775988644
hsa-miR-24-3p,ENST00000484024,ENSG00000183054,RGPD6,0.775623203
hsa-miR-24-3p,ENST00000334256,ENSG00000186432,KPNA4,0.775448729
hsa-miR-24-3p,ENST00000325885,ENSG00000005981,ASB4,0.775384227
hsa-miR-24-3p,ENST00000314128,ENSG00000170581,STAT2,0.77516854
hsa-miR-24-3p,ENST00000416015,ENSG00000204406,MBD5,0.775006506
hsa-miR-24-3p,ENST00000261233,ENSG00000090376,IRAK3,0.774766969
hsa-miR-24-3p,ENST00000540269,ENSG00000103194,USP10,0.774124322
hsa-miR-24-3p,ENST00000268154,ENSG00000140548,ZNF710,0.773845016
hsa-miR-24-3p,ENST00000349456,ENSG00000163001,CCDC104,0.773518579
hsa-miR-24-3p,ENST00000507386,ENSG00000176049,JAKMIP2,0.773465863
hsa-miR-24-3p,ENST00000534300,ENSG00000110497,AMBRA1,0.772554781
hsa-miR-24-3p,ENST00000320316,ENSG00000040633,PHF23,0.772502699
hsa-miR-24-3p,ENST00000500728,ENSG00000163956,LRPAP1,0.772371729
hsa-miR-24-3p,ENST00000467800,ENSG00000062598,ELMO2,0.772067925
hsa-miR-24-3p,ENST00000340180,ENSG00000198429,ZNF69,0.771281249
hsa-miR-24-3p,ENST00000592434,ENSG00000130204,TOMM40,0.771212719
hsa-miR-24-3p,ENST00000296452,ENSG00000164061,BSN,0.770697878
hsa-miR-24-3p,ENST00000276461,ENSG00000147475,ERLIN2,0.769678176
hsa-miR-24-3p,ENST00000521072,ENSG00000185250,PPIL6,0.769676959
hsa-miR-24-3p,ENST00000317775,ENSG00000089250,NOS1,0.769622333
hsa-miR-24-3p,ENST00000552671,ENSG00000135476,ESPL1,0.76952187
hsa-miR-24-3p,ENST00000167106,ENSG00000071246,VASH1,0.769188058
hsa-miR-24-3p,ENST00000265351,ENSG00000124571,XPO5,0.768975671
hsa-miR-24-3p,ENST00000367084,ENSG00000180667,YOD1,0.768853045
hsa-miR-24-3p,ENST00000267615,ENSG00000100605,ITPK1,0.768679641
hsa-miR-24-3p,ENST00000397374,ENSG00000184545,DUSP8,0.768461332
hsa-miR-24-3p,ENST00000354193,ENSG00000198168,SVIP,0.768021174
hsa-miR-24-3p,ENST00000249760,ENSG00000128928,IVD,0.767956505
hsa-miR-24-3p,ENST00000379661,ENSG00000140854,KATNB1,0.767820141
hsa-miR-24-3p,ENST00000560266,ENSG00000140612,SEC11A,0.767307498
hsa-miR-24-3p,ENST00000513468,ENSG00000234602,MCIDAS,0.766533322
hsa-miR-24-3p,ENST00000236877,ENSG00000118160,SLC8A2,0.766373804
hsa-miR-24-3p,ENST00000462705,ENSG00000181722,ZBTB20,0.765966184
hsa-miR-24-3p,ENST00000324545,ENSG00000124486,USP9X,0.765448571
hsa-miR-24-3p,ENST00000464848,ENSG00000105948,TTC26,0.76454118
hsa-miR-24-3p,ENST00000221954,ENSG00000105352,CEACAM4,0.764291782
hsa-miR-24-3p,ENST00000368961,ENSG00000135535,CD164,0.764261786
hsa-miR-24-3p,ENST00000250111,ENSG00000129244,ATP1B2,0.764110209
hsa-miR-24-3p,ENST00000290231,ENSG00000124160,NCOA5,0.763330754
hsa-miR-24-3p,ENST00000509722,ENSG00000073331,ALPK1,0.76327488
hsa-miR-24-3p,ENST00000374278,ENSG00000158014,SLC30A2,0.762513453
hsa-miR-24-3p,ENST00000551461,ENSG00000139220,PPFIA2,0.762466721
hsa-miR-24-3p,ENST00000388996,ENSG00000184156,KCNQ3,0.762211546
hsa-miR-24-3p,ENST00000370828,ENSG00000076716,GPC4,0.761320648
hsa-miR-24-3p,ENST00000248450,ENSG00000127837,AAMP,0.761181853
hsa-miR-24-3p,ENST00000377316,ENSG00000133895,MEN1,0.760727344
hsa-miR-24-3p,ENST00000291900,ENSG00000160445,ZER1,0.760388479
hsa-miR-24-3p,ENST00000270257,ENSG00000142252,GEMIN7,0.760370464
hsa-miR-24-3p,ENST00000360280,ENSG00000197969,VPS13A,0.760036015
hsa-miR-24-3p,ENST00000596143,ENSG00000160352,ZNF714,0.759710477
hsa-miR-24-3p,ENST00000473000,ENSG00000180822,PSMG4,0.759571923
hsa-miR-24-3p,ENST00000532027,ENSG00000179532,DNHD1,0.759531326
hsa-miR-24-3p,ENST00000367500,ENSG00000116668,SWT1,0.759311995
hsa-miR-24-3p,ENST00000383763,ENSG00000206557,TRIM71,0.759294175
hsa-miR-24-3p,ENST00000326735,ENSG00000159363,ATP13A2,0.759243383
hsa-miR-24-3p,ENST00000281321,ENSG00000151615,POU4F2,0.75920995
hsa-miR-24-3p,ENST00000399231,ENSG00000197535,MYO5A,0.759014939
hsa-miR-24-3p,ENST00000262138,ENSG00000075461,CACNG4,0.758867673
hsa-miR-24-3p,ENST00000306390,ENSG00000171236,LRG1,0.758701553
hsa-miR-24-3p,ENST00000440125,ENSG00000242866,STRC,0.758590334
hsa-miR-24-3p,ENST00000262713,ENSG00000129474,AJUBA,0.758458723
hsa-miR-24-3p,ENST00000347364,ENSG00000125863,MKKS,0.758260025
hsa-miR-24-3p,ENST00000423981,ENSG00000178171,AMER3,0.758015868
hsa-miR-24-3p,ENST00000280772,ENSG00000151150,ANK3,0.757895749
hsa-miR-24-3p,ENST00000237822,ENSG00000118961,C2orf43,0.75774506
hsa-miR-24-3p,ENST00000587391,ENSG00000075702,WDR62,0.757131181
hsa-miR-24-3p,ENST00000602206,ENSG00000130312,MRPL34,0.757101029
hsa-miR-24-3p,ENST00000373036,ENSG00000188786,MTF1,0.757017712
hsa-miR-24-3p,ENST00000488729,ENSG00000134313,KIDINS220,0.756765573
hsa-miR-24-3p,ENST00000221957,ENSG00000105355,PLIN3,0.756729938
hsa-miR-24-3p,ENST00000590602,ENSG00000141524,TMC6,0.75658904
hsa-miR-24-3p,ENST00000396617,ENSG00000196588,MKL1,0.755698674
hsa-miR-24-3p,ENST00000328914,ENSG00000164916,FOXK1,0.755635374
hsa-miR-24-3p,ENST00000263275,ENSG00000125741,OPA3,0.755309939
hsa-miR-24-3p,ENST00000219240,ENSG00000102967,DHODH,0.755308102
hsa-miR-24-3p,ENST00000318325,ENSG00000055950,MRPL43,0.755221261
hsa-miR-24-3p,ENST00000492395,ENSG00000214655,ZSWIM8,0.755196765
hsa-miR-24-3p,ENST00000378307,ENSG00000167578,RAB4B,0.755012342
hsa-miR-24-3p,ENST00000464224,ENSG00000149292,TTC12,0.754599916
hsa-miR-24-3p,ENST00000337387,ENSG00000146457,WTAP,0.754361118
hsa-miR-24-3p,ENST00000559726,ENSG00000104043,ATP8B4,0.754331522
hsa-miR-24-3p,ENST00000442677,ENSG00000107736,CDH23,0.754264787
hsa-miR-24-3p,ENST00000361254,ENSG00000186074,CD300LF,0.753743043
hsa-miR-24-3p,ENST00000415383,ENSG00000155229,MMS19,0.753683829
hsa-miR-24-3p,ENST00000257831,ENSG00000135373,EHF,0.753390748
hsa-miR-24-3p,ENST00000512385,ENSG00000064692,SNCAIP,0.7533114
hsa-miR-24-3p,ENST00000369681,ENSG00000065615,CYB5R4,0.752939712
hsa-miR-24-3p,ENST00000360768,ENSG00000196715,VKORC1L1,0.75293582
hsa-miR-24-3p,ENST00000484069,ENSG00000001497,LAS1L,0.752903251
hsa-miR-24-3p,ENST00000257572,ENSG00000135116,HRK,0.752853068
hsa-miR-24-3p,ENST00000007699,ENSG00000006047,YBX2,0.752583849
hsa-miR-24-3p,ENST00000421516,ENSG00000172936,MYD88,0.751412225
hsa-miR-24-3p,ENST00000341259,ENSG00000111252,SH2B3,0.751234455
hsa-miR-24-3p,ENST00000530546,ENSG00000118369,USP35,0.751193086
hsa-miR-24-3p,ENST00000373874,ENSG00000118707,TGIF2,0.751149321
hsa-miR-24-3p,ENST00000526775,ENSG00000198216,CACNA1E,0.751049005
hsa-miR-24-3p,ENST00000523864,ENSG00000130052,STARD8,0.750833817
hsa-miR-24-3p,ENST00000377918,ENSG00000118946,PCDH17,0.750739236
hsa-miR-24-3p,ENST00000272203,ENSG00000143850,PLEKHA6,0.750355762
hsa-miR-24-3p,ENST00000296270,ENSG00000163915,C3orf65,0.750239223
hsa-miR-24-3p,ENST00000507740,ENSG00000176406,RIMS2,0.75023701
hsa-miR-24-3p,ENST00000371207,ENSG00000138185,ENTPD1,0.750105403
hsa-miR-24-3p,ENST00000522770,ENSG00000133739,LRRCC1,0.749801566
hsa-miR-24-3p,ENST00000371655,ENSG00000169213,RAB3B,0.749763725
hsa-miR-24-3p,ENST00000447102,ENSG00000130005,GAMT,0.749719725
hsa-miR-24-3p,ENST00000252575,ENSG00000130287,NCAN,0.74958548
hsa-miR-24-3p,ENST00000595203,ENSG00000269549,AL031663.2,0.749318516
hsa-miR-24-3p,ENST00000265807,ENSG00000104611,SH2D4A,0.749102385
hsa-miR-24-3p,ENST00000254442,ENSG00000091157,WDR7,0.749064097
hsa-miR-24-3p,ENST00000262209,ENSG00000104321,TRPA1,0.748916406
hsa-miR-24-3p,ENST00000547303,ENSG00000175197,DDIT3,0.748681976
hsa-miR-24-3p,ENST00000311765,ENSG00000172840,PDP2,0.748546895
hsa-miR-24-3p,ENST00000427646,ENSG00000095380,NANS,0.748408641
hsa-miR-24-3p,ENST00000361886,ENSG00000184599,FAM19A3,0.748363508
hsa-miR-24-3p,ENST00000382368,ENSG00000155034,FBXL18,0.74814583
hsa-miR-24-3p,ENST00000328939,ENSG00000182132,KCNIP1,0.748025079
hsa-miR-24-3p,ENST00000449313,ENSG00000143373,ZNF687,0.747853131
hsa-miR-24-3p,ENST00000353139,ENSG00000132142,ACACA,0.74760311
hsa-miR-24-3p,ENST00000603798,ENSG00000170545,SMAGP,0.747155639
hsa-miR-24-3p,ENST00000250405,ENSG00000129473,BCL2L2,0.747111816
hsa-miR-24-3p,ENST00000449378,ENSG00000171174,RBKS,0.747073759
hsa-miR-24-3p,ENST00000357825,ENSG00000196935,SRGAP1,0.747056125
hsa-miR-24-3p,ENST00000399150,ENSG00000204516,MICB,0.746451401
hsa-miR-24-3p,ENST00000301178,ENSG00000167601,AXL,0.746439486
hsa-miR-24-3p,ENST00000431473,ENSG00000177181,RIMKLA,0.745835719
hsa-miR-24-3p,ENST00000429452,ENSG00000243156,MICAL3,0.745737579
hsa-miR-24-3p,ENST00000409746,ENSG00000152229,PSTPIP2,0.745234876
hsa-miR-24-3p,ENST00000262013,ENSG00000008294,SPAG9,0.745114202
hsa-miR-24-3p,ENST00000275732,ENSG00000146830,GIGYF1,0.744795113
hsa-miR-24-3p,ENST00000392237,ENSG00000163596,ICA1L,0.744601486
hsa-miR-24-3p,ENST00000220003,ENSG00000103653,CSK,0.744448032
hsa-miR-24-3p,ENST00000343433,ENSG00000187889,C1orf168,0.744200083
hsa-miR-24-3p,ENST00000448464,ENSG00000164938,TP53INP1,0.744150701
hsa-miR-24-3p,ENST00000373719,ENSG00000147162,OGT,0.743962329
hsa-miR-24-3p,ENST00000608999,ENSG00000077157,PPP1R12B,0.743887034
hsa-miR-24-3p,ENST00000301807,ENSG00000168016,TRANK1,0.743863024
hsa-miR-24-3p,ENST00000271915,ENSG00000143603,KCNN3,0.743799555
hsa-miR-24-3p,ENST00000338797,ENSG00000105662,CRTC1,0.742635852
hsa-miR-24-3p,ENST00000595519,ENSG00000130529,TRPM4,0.742240008
hsa-miR-24-3p,ENST00000579847,ENSG00000133313,CNDP2,0.742199407
hsa-miR-24-3p,ENST00000552695,ENSG00000198855,FICD,0.742067749
hsa-miR-24-3p,ENST00000273317,ENSG00000144791,LIMD1,0.742021407
hsa-miR-24-3p,ENST00000438321,ENSG00000163808,KIF15,0.741748074
hsa-miR-24-3p,ENST00000373548,ENSG00000116478,HDAC1,0.741248929
hsa-miR-24-3p,ENST00000254630,ENSG00000132300,PTCD3,0.74100825
hsa-miR-24-3p,ENST00000432667,ENSG00000151353,TMEM18,0.740964071
hsa-miR-24-3p,ENST00000360472,ENSG00000162734,PEA15,0.740848782
hsa-miR-24-3p,ENST00000469767,ENSG00000186431,FCAR,0.740796492
hsa-miR-24-3p,ENST00000361820,ENSG00000198785,GRIN3A,0.740705851
hsa-miR-24-3p,ENST00000498702,ENSG00000157353,FUK,0.7406669
hsa-miR-24-3p,ENST00000404991,ENSG00000218823,PAPOLB,0.739837621
hsa-miR-24-3p,ENST00000381318,ENSG00000205726,ITSN1,0.739771881
hsa-miR-24-3p,ENST00000315285,ENSG00000021574,SPAST,0.739745208
hsa-miR-24-3p,ENST00000340258,ENSG00000107551,RASSF4,0.739712204
hsa-miR-24-3p,ENST00000555727,ENSG00000129566,TEP1,0.739667365
hsa-miR-24-3p,ENST00000367284,ENSG00000163435,ELF3,0.738949467
hsa-miR-24-3p,ENST00000493583,ENSG00000068323,TFE3,0.738867105
hsa-miR-24-3p,ENST00000591448,ENSG00000126562,WNK4,0.738701659
hsa-miR-24-3p,ENST00000204615,ENSG00000090534,THPO,0.738324371
hsa-miR-24-3p,ENST00000312438,ENSG00000175505,CLCF1,0.737581
hsa-miR-24-3p,ENST00000294753,ENSG00000162714,ZNF496,0.737438762
hsa-miR-24-3p,ENST00000381913,ENSG00000167723,TRPV3,0.736687924
hsa-miR-24-3p,ENST00000046640,ENSG00000040531,CTNS,0.736643552
hsa-miR-24-3p,ENST00000313334,ENSG00000134717,BTF3L4,0.736403709
hsa-miR-24-3p,ENST00000491309,ENSG00000130717,UCK1,0.736357242
hsa-miR-24-3p,ENST00000391624,ENSG00000212938,KRTAP6-3,0.736299266
hsa-miR-24-3p,ENST00000522591,ENSG00000160886,LY6K,0.735995019
hsa-miR-24-3p,ENST00000295872,ENSG00000163611,SPICE1,0.735807665
hsa-miR-24-3p,ENST00000263955,ENSG00000081320,STK17B,0.735792647
hsa-miR-24-3p,ENST00000282397,ENSG00000102755,FLT1,0.735586907
hsa-miR-24-3p,ENST00000450849,ENSG00000167654,ATCAY,0.735541307
hsa-miR-24-3p,ENST00000368320,ENSG00000132680,KIAA0907,0.735347598
hsa-miR-24-3p,ENST00000339602,ENSG00000164485,IL22RA2,0.735259422
hsa-miR-24-3p,ENST00000392365,ENSG00000003436,TFPI,0.735131363
hsa-miR-24-3p,ENST00000433948,ENSG00000167566,NCKAP5L,0.734878858
hsa-miR-24-3p,ENST00000289575,ENSG00000137491,SLCO2B1,0.734731836
hsa-miR-24-3p,ENST00000313269,ENSG00000178719,GRINA,0.73462179
hsa-miR-24-3p,ENST00000056217,ENSG00000050327,ARHGEF5,0.734544602
hsa-miR-24-3p,ENST00000393487,ENSG00000071073,MGAT4A,0.734245487
hsa-miR-24-3p,ENST00000259989,ENSG00000137441,FGFBP2,0.73405855
hsa-miR-24-3p,ENST00000460277,ENSG00000117262,GPR89A,0.7340475
hsa-miR-24-3p,ENST00000281273,ENSG00000151576,QTRTD1,0.73378787
hsa-miR-24-3p,ENST00000367267,ENSG00000143858,SYT2,0.733604908
hsa-miR-24-3p,ENST00000546084,ENSG00000056558,TRAF1,0.733174898
hsa-miR-24-3p,ENST00000488489,ENSG00000125967,NECAB3,0.732799236
hsa-miR-24-3p,ENST00000360506,ENSG00000174606,ANGEL2,0.732483456
hsa-miR-24-3p,ENST00000405511,ENSG00000100336,APOL4,0.732303909
hsa-miR-24-3p,ENST00000457679,ENSG00000003393,ALS2,0.732222262
hsa-miR-24-3p,ENST00000258443,ENSG00000135960,EDAR,0.731912195
hsa-miR-24-3p,ENST00000261427,ENSG00000078140,UBE2K,0.73143009
hsa-miR-24-3p,ENST00000546355,ENSG00000178882,FAM101A,0.731417393
hsa-miR-24-3p,ENST00000326181,ENSG00000131653,TRAF7,0.731322512
hsa-miR-24-3p,ENST00000361573,ENSG00000197818,SLC9A8,0.731263344
hsa-miR-24-3p,ENST00000447706,ENSG00000118197,DDX59,0.731249674
hsa-miR-24-3p,ENST00000445217,ENSG00000188227,ZNF793,0.731150254
hsa-miR-24-3p,ENST00000504487,ENSG00000181982,CCDC149,0.731106679
hsa-miR-24-3p,ENST00000433642,ENSG00000189114,BLOC1S3,0.731056158
hsa-miR-24-3p,ENST00000567269,ENSG00000166589,CDH16,0.730499666
hsa-miR-24-3p,ENST00000334176,ENSG00000186326,RGS9BP,0.73043829
hsa-miR-24-3p,ENST00000482099,ENSG00000114455,HHLA2,0.730272219
hsa-miR-24-3p,ENST00000602917,ENSG00000196312,HIATL2,0.73015083
hsa-miR-24-3p,ENST00000261842,ENSG00000081014,AP4E1,0.730116594
hsa-miR-24-3p,ENST00000335144,ENSG00000186767,SPIN4,0.730107905
hsa-miR-24-3p,ENST00000354204,ENSG00000114982,KANSL3,0.729875935
hsa-miR-24-3p,ENST00000304385,ENSG00000170006,TMEM154,0.729576042
hsa-miR-24-3p,ENST00000336095,ENSG00000101236,RNF24,0.729551359
hsa-miR-24-3p,ENST00000601440,ENSG00000188171,ZNF626,0.729261455
hsa-miR-24-3p,ENST00000279441,ENSG00000166670,MMP10,0.728937939
hsa-miR-24-3p,ENST00000322038,ENSG00000179981,TSHZ1,0.728661478
hsa-miR-24-3p,ENST00000311921,ENSG00000168813,ZNF507,0.728217122
hsa-miR-24-3p,ENST00000272163,ENSG00000143815,LBR,0.728155769
hsa-miR-24-3p,ENST00000366844,ENSG00000154380,ENAH,0.728015969
hsa-miR-24-3p,ENST00000369498,ENSG00000165775,FUNDC2,0.727610828
hsa-miR-24-3p,ENST00000448077,ENSG00000112033,PPARD,0.727263986
hsa-miR-24-3p,ENST00000320159,ENSG00000180035,ZNF48,0.727165931
hsa-miR-24-3p,ENST00000450650,ENSG00000162949,CAPN13,0.72693965
hsa-miR-24-3p,ENST00000263102,ENSG00000108091,CCDC6,0.726554685
hsa-miR-24-3p,ENST00000531380,ENSG00000174804,FZD4,0.726367167
hsa-miR-24-3p,ENST00000369130,ENSG00000136631,VPS45,0.726366195
hsa-miR-24-3p,ENST00000373186,ENSG00000124615,MOCS1,0.726191332
hsa-miR-24-3p,ENST00000329468,ENSG00000185823,NPAP1,0.725550161
hsa-miR-24-3p,ENST00000334179,ENSG00000186150,UBL4B,0.725476408
hsa-miR-24-3p,ENST00000382496,ENSG00000112902,SEMA5A,0.725476045
hsa-miR-24-3p,ENST00000379959,ENSG00000134460,IL2RA,0.725119933
hsa-miR-24-3p,ENST00000419748,ENSG00000172071,EIF2AK3,0.724830127
hsa-miR-24-3p,ENST00000359676,ENSG00000197183,C20orf112,0.724449118
hsa-miR-24-3p,ENST00000443972,ENSG00000163075,PCDP1,0.724234445
hsa-miR-24-3p,ENST00000358151,ENSG00000173258,ZNF483,0.723911111
hsa-miR-24-3p,ENST00000308700,ENSG00000175329,ISX,0.723877229
hsa-miR-24-3p,ENST00000515800,ENSG00000145715,RASA1,0.723583305
hsa-miR-24-3p,ENST00000165698,ENSG00000068615,REEP1,0.723538246
hsa-miR-24-3p,ENST00000290374,ENSG00000159248,GJD2,0.723429618
hsa-miR-24-3p,ENST00000445186,ENSG00000074047,GLI2,0.723357306
hsa-miR-24-3p,ENST00000439028,ENSG00000180739,S1PR5,0.723209307
hsa-miR-24-3p,ENST00000378169,ENSG00000131697,NPHP4,0.723069491
hsa-miR-24-3p,ENST00000438630,ENSG00000119782,FKBP1B,0.723035701
hsa-miR-24-3p,ENST00000296734,ENSG00000164294,GPX8,0.723031824
hsa-miR-24-3p,ENST00000360135,ENSG00000168781,PPIP5K1,0.723020886
hsa-miR-24-3p,ENST00000434009,ENSG00000009413,REV3L,0.722547823
hsa-miR-24-3p,ENST00000437879,ENSG00000163395,IGFN1,0.721972042
hsa-miR-24-3p,ENST00000299977,ENSG00000166750,SLFN5,0.721936211
hsa-miR-24-3p,ENST00000330636,ENSG00000214113,LYRM4,0.721687954
hsa-miR-24-3p,ENST00000372201,ENSG00000173846,PLK3,0.721672565
hsa-miR-24-3p,ENST00000413468,ENSG00000015568,RGPD5,0.721654262
hsa-miR-24-3p,ENST00000556029,ENSG00000120802,TMPO,0.721262442
hsa-miR-24-3p,ENST00000368059,ENSG00000162739,SLAMF6,0.721032837
hsa-miR-24-3p,ENST00000379374,ENSG00000102174,PHEX,0.720868972
hsa-miR-24-3p,ENST00000374908,ENSG00000147059,SPIN2A,0.720845524
hsa-miR-24-3p,ENST00000394303,ENSG00000067191,CACNB1,0.720703596
hsa-miR-24-3p,ENST00000291416,ENSG00000116525,TRIM62,0.720329017
hsa-miR-24-3p,ENST00000379310,ENSG00000102763,VWA8,0.719650682
hsa-miR-24-3p,ENST00000369089,ENSG00000057657,PRDM1,0.719636513
hsa-miR-24-3p,ENST00000446044,ENSG00000114738,MAPKAPK3,0.719493797
hsa-miR-24-3p,ENST00000477717,ENSG00000117069,ST6GALNAC5,0.719477726
hsa-miR-24-3p,ENST00000373044,ENSG00000196449,YRDC,0.719301722
hsa-miR-24-3p,ENST00000395862,ENSG00000155097,ATP6V1C1,0.718931839
hsa-miR-24-3p,ENST00000308275,ENSG00000167196,FBXO22,0.718868431
hsa-miR-24-3p,ENST00000311550,ENSG00000166206,GABRB3,0.718850336
hsa-miR-24-3p,ENST00000357308,ENSG00000198380,GFPT1,0.718466294
hsa-miR-24-3p,ENST00000354631,ENSG00000107614,TRDMT1,0.718329092
hsa-miR-24-3p,ENST00000216024,ENSG00000100206,DMC1,0.718304267
hsa-miR-24-3p,ENST00000361127,ENSG00000198799,LRIG2,0.718283768
hsa-miR-24-3p,ENST00000245414,ENSG00000125347,IRF1,0.718241991
hsa-miR-24-3p,ENST00000262811,ENSG00000099308,MAST3,0.718234169
hsa-miR-24-3p,ENST00000344469,ENSG00000148297,MED22,0.718208098
hsa-miR-24-3p,ENST00000317501,ENSG00000140538,NTRK3,0.717578785
hsa-miR-24-3p,ENST00000338694,ENSG00000167858,TEKT1,0.717540503
hsa-miR-24-3p,ENST00000573360,ENSG00000166676,TVP23A,0.717256722
hsa-miR-24-3p,ENST00000252483,ENSG00000130202,PVRL2,0.717252776
hsa-miR-24-3p,ENST00000373625,ENSG00000025800,KPNA6,0.716646775
hsa-miR-24-3p,ENST00000533965,ENSG00000197363,ZNF517,0.716471138
hsa-miR-24-3p,ENST00000425708,ENSG00000185219,ZNF445,0.716339705
hsa-miR-24-3p,ENST00000243103,ENSG00000123407,HOXC12,0.716211777
hsa-miR-24-3p,ENST00000327979,ENSG00000042062,FAM65C,0.716089158
hsa-miR-24-3p,ENST00000303115,ENSG00000168685,IL7R,0.715768197
hsa-miR-24-3p,ENST00000398449,ENSG00000160179,ABCG1,0.715727266
hsa-miR-24-3p,ENST00000541208,ENSG00000182983,ZNF662,0.715493283
hsa-miR-24-3p,ENST00000297107,ENSG00000164574,GALNT10,0.715478574
hsa-miR-24-3p,ENST00000513000,ENSG00000109452,INPP4B,0.715119011
hsa-miR-24-3p,ENST00000261845,ENSG00000069956,MAPK6,0.714609465
hsa-miR-24-3p,ENST00000431837,ENSG00000198001,IRAK4,0.714459273
hsa-miR-24-3p,ENST00000261667,ENSG00000102753,KPNA3,0.714267679
hsa-miR-24-3p,ENST00000514988,ENSG00000249852,AC145676.2,0.714204726
hsa-miR-24-3p,ENST00000471702,ENSG00000113971,NPHP3,0.713612616
hsa-miR-24-3p,ENST00000421369,ENSG00000170537,TMC7,0.71353002
hsa-miR-24-3p,ENST00000440886,ENSG00000171517,LPAR3,0.713504031
hsa-miR-24-3p,ENST00000481617,ENSG00000133138,TBC1D8B,0.713483767
hsa-miR-24-3p,ENST00000601575,ENSG00000183760,PAPL,0.713391018
hsa-miR-24-3p,ENST00000339656,ENSG00000198466,ZNF587,0.713100448
hsa-miR-24-3p,ENST00000446284,ENSG00000119321,FKBP15,0.713057402
hsa-miR-24-3p,ENST00000360121,ENSG00000197471,SPN,0.712920805
hsa-miR-24-3p,ENST00000323816,ENSG00000007237,GAS7,0.712838981
hsa-miR-24-3p,ENST00000356386,ENSG00000186470,BTN3A2,0.712615499
hsa-miR-24-3p,ENST00000325327,ENSG00000176619,LMNB2,0.712177598
hsa-miR-24-3p,ENST00000591286,ENSG00000125744,RTN2,0.711991465
hsa-miR-24-3p,ENST00000556046,ENSG00000172717,FAM71D,0.71198434
hsa-miR-24-3p,ENST00000442682,ENSG00000214128,TMEM213,0.711894569
hsa-miR-24-3p,ENST00000301067,ENSG00000167548,KMT2D,0.71189228
hsa-miR-24-3p,ENST00000511544,ENSG00000048342,CC2D2A,0.711864898
hsa-miR-24-3p,ENST00000607772,ENSG00000153721,CNKSR3,0.711861704
hsa-miR-24-3p,ENST00000590116,ENSG00000172006,ZNF554,0.711496593
hsa-miR-24-3p,ENST00000449592,ENSG00000188735,TMEM120B,0.71086916
hsa-miR-24-3p,ENST00000457135,ENSG00000189079,ARID2,0.710827545
hsa-miR-24-3p,ENST00000256062,ENSG00000133687,TMTC1,0.710294017
hsa-miR-24-3p,ENST00000306726,ENSG00000169410,PTPN9,0.710181523
hsa-miR-24-3p,ENST00000244061,ENSG00000124226,RNF114,0.710053259
hsa-miR-24-3p,ENST00000426654,ENSG00000102908,NFAT5,0.709970001
hsa-miR-24-3p,ENST00000441719,ENSG00000115548,KDM3A,0.709857233
hsa-miR-24-3p,ENST00000359591,ENSG00000197324,LRP10,0.709500268
hsa-miR-24-3p,ENST00000395867,ENSG00000198105,ZNF248,0.709368088
hsa-miR-24-3p,ENST00000566756,ENSG00000140931,CMTM3,0.70914859
hsa-miR-24-3p,ENST00000397622,ENSG00000146842,TMEM209,0.709104533
hsa-miR-24-3p,ENST00000532414,ENSG00000254726,MEX3A,0.709043562
hsa-miR-24-3p,ENST00000444129,ENSG00000004700,RECQL,0.708370274
hsa-miR-24-3p,ENST00000525964,ENSG00000151503,NCAPD3,0.708320043
hsa-miR-24-3p,ENST00000269466,ENSG00000141642,ELAC1,0.708224642
hsa-miR-24-3p,ENST00000600820,ENSG00000269657,AC079210.1,0.708181145
hsa-miR-24-3p,ENST00000285018,ENSG00000154764,WNT7A,0.708052731
hsa-miR-24-3p,ENST00000579849,ENSG00000006042,TMEM98,0.70799728
hsa-miR-24-3p,ENST00000599386,ENSG00000130669,PAK4,0.707692432
hsa-miR-24-3p,ENST00000306117,ENSG00000124134,KCNS1,0.707005234
hsa-miR-24-3p,ENST00000322153,ENSG00000096996,IL12RB1,0.706991663
hsa-miR-24-3p,ENST00000326279,ENSG00000131914,LIN28A,0.706843336
hsa-miR-24-3p,ENST00000370855,ENSG00000137968,SLC44A5,0.706694667
hsa-miR-24-3p,ENST00000415258,ENSG00000011376,LARS2,0.706633619
hsa-miR-24-3p,ENST00000311956,ENSG00000175220,ARHGAP1,0.706026884
hsa-miR-24-3p,ENST00000301286,ENSG00000167676,PLIN4,0.705737799
hsa-miR-24-3p,ENST00000539054,ENSG00000239264,TXNDC5,0.705464882
hsa-miR-24-3p,ENST00000380821,ENSG00000164975,SNAPC3,0.705421435
hsa-miR-24-3p,ENST00000357164,ENSG00000196743,GM2A,0.705041039
hsa-miR-24-3p,ENST00000228928,ENSG00000111331,OAS3,0.704984325
hsa-miR-24-3p,ENST00000358621,ENSG00000151474,FRMD4A,0.704886865
hsa-miR-24-3p,ENST00000454189,ENSG00000046653,GPM6B,0.704552387
hsa-miR-24-3p,ENST00000483235,ENSG00000118007,STAG1,0.704187919
hsa-miR-24-3p,ENST00000261686,ENSG00000081760,AACS,0.704017049
hsa-miR-24-3p,ENST00000415817,ENSG00000099949,LZTR1,0.703789488
hsa-miR-24-3p,ENST00000261708,ENSG00000108651,UTP6,0.70368829
hsa-miR-24-3p,ENST00000529259,ENSG00000149806,FAU,0.703586284
hsa-miR-24-3p,ENST00000554715,ENSG00000131981,LGALS3,0.703532903
