,103_AM_(CVD),105_CD40-L_(CVD),106_GDF-15_(CVD),107_PlGF_(CVD),108_SELE_(CVD),109_EGF_(CVD),111_SRC_(CVD),112_IL-1ra_(CVD),113_IL-6_(CVD),114_CSTB_(CVD),116_KLK6_(CVD),117_Gal-3_(CVD),118_PAR-1_(CVD),121_hK11_(CVD),122_TIE2_(CVD),123_TF_(CVD),124_TNF-R1_(CVD),125_PDGF subunit B_(CVD),126_IL27-A_(CVD),129_LOX-1_(CVD),130_TRAIL-R2_(CVD),134_IL-6RA_(CVD),135_TNF-R2_(CVD),136_MMP-3_(CVD),137_HSP 27_(CVD),139_PRL_(CVD),140_MPO_(CVD),141_GH_(CVD),143_RETN_(CVD),144_FAS_(CVD),145_PAPPA_(CVD),148_PTX3_(CVD),149_REN_(CVD),150_CHI3L1_(CVD),151_ST2_(CVD),152_TIM_(CVD),154_mAmP_(CVD),157_PSGL-1_(CVD),158_MB_(CVD),159_TM_(CVD),160_IL-16_(CVD),162_U-PAR_(CVD),164_CTSD_(CVD),165_RAGE_(CVD),166_CCL3_(CVD),167_MMP-7_(CVD),170_CXCL16_(CVD),171_Dkk-1_(CVD),172_SIRT2_(CVD),173_GAL_(CVD),174_AGRP_(CVD),177_t-PA_(CVD),178_HB-EGF_(CVD),179_ESM-1_(CVD),181_VEGF-D_(CVD),182_MMP-12_(CVD),183_SPON1_(CVD),185_CTSL1_(CVD),187_FABP4_(CVD),188_BNP_(CVD),189_LEP_(CVD),191_CA-125_(CVD),192_NEMO_(CVD),193_FS_(CVD),194_PECAM-1_(CVD),195_NT-pro-BNP_(CVD),196_ECP_(CVD),101_IL-8_(INF),102_VEGF-A_(INF),103_BDNF_(INF),105_MCP-3_(INF),106_GDNF_(INF),107_CDCP1_(INF),108_CD244_(INF),109_IL-7_(INF),110_OPG_(INF),111_LAP TGF-beta-1_(INF),112_uPA_(INF),114_IL-17C_(INF),115_MCP-1_(INF),116_IL-17A_(INF),117_CXCL11_(INF),118_AXIN1_(INF),120_TRAIL_(INF),122_CXCL9_(INF),123_CST5_(INF),126_OSM_(INF),128_CXCL1_(INF),130_CCL4_(INF),131_CD6_(INF),132_SCF_(INF),133_IL-18_(INF),134_SLAMF1_(INF),135_TGF-alpha_(INF),136_MCP-4_(INF),137_CCL11_(INF),138_TNFSF14_(INF),139_FGF-23_(INF),140_IL-10RA_(INF),141_FGF-5_(INF),142_MMP-1_(INF),143_LIF-R_(INF),144_FGF-21_(INF),145_CCL19_(INF),148_IL-15RA_(INF),149_IL-10RB_(INF),151_IL-18R1_(INF),152_PD-L1_(INF),153_Beta-NGF_(INF),154_CXCL5_(INF),155_TRANCE_(INF),156_HGF_(INF),157_IL-12B_(INF),161_MMP-10_(INF),162_IL-10_(INF),164_CCL23_(INF),165_CD5_(INF),166_MIP-1 alpha_(INF),167_Flt3L_(INF),168_CXCL6_(INF),169_CXCL10_(INF),170_4E-BP1_(INF),173_CCL28_(INF),174_DNER_(INF),175_EN-RAGE_(INF),176_CD40_(INF),179_FGF-19_(INF),183_MCP-2_(INF),184_CASP-8_(INF),185_CCL25_(INF),186_CX3CL1_(INF),187_TNFRSF9_(INF),188_NT-3_(INF),189_TWEAK_(INF),190_CCL20_(INF),191_ST1A1_(INF),192_STAMPB_(INF),194_ADA_(INF),195_TNFB_(INF),196_CSF-1_(INF),miR-16-5p,miR-19b-3p,miR-20b-5p,miR-21-5p,miR-24-3p,miR-26a-5p,miR-27b-3p,miR-28-5p,miR-29a-3p,miR-30b-5p,miR-92a-3p,miR-93-5p,miR-99b-5p,miR-122-5p,miR-126-3p,miR-126-5p(*),miR-130a-3p,miR-140-5p,miR-143-3p,miR-145-5p,miR-150-5p,miR-191-5p,miR-192-5p,miR-197-3p,miR-221-3p,miR-222-3p,miR-223-3p,miR-223-5p(*),miR-320a,miR-324-5p,miR-375,miR-486-5p,hsa-miR-574-3p,miR-885-5p,let-7b-5p,let-7d-5p,RNY4-3p,RNY4-5p,RNY5-5p
195_TNFB_(INF),0.048562166,0.016128602,0,0.024731928,0.067258844,0,0,0.186357514,0,0.042326004,0.078476291,0.055996335,0.090520689,0.026040879,0.0936411,0.08516928,0.087816083,0,0.128152401,0.049043545,0.044334802,0.101375781,0.142838008,0,0,0.039285149,0.129023481,0.07361434,0.057717985,0.12935911,0.011473433,0,0,0,0,0,0.000125266,0.167904788,0.011363352,0.075023047,0.103216144,0.029997254,0,0.081070574,0.093996618,0.057192478,0,0,0,0,0.145973959,0.071341079,0.015791782,0.080877898,0,0.116063874,0.083512581,0.104936239,0.160096145,0.014342622,0.187635388,0,0,0,0.052176698,0,0.061558444,0.089095511,0.133707362,0,0.077270913,0,0.0777752,0.326712027,0.189344606,0.131146642,0.154997701,0.288666062,0.070359385,0.223127469,0,0.199524091,0,0.206832711,0.168479397,0.015504323,0,0.032326143,0.278858565,0.368984735,0.152198312,0.200534395,0.078755415,0.130944643,0.232071034,0.068787507,0.196186764,0.203529568,0.059397758,0.027198588,0.073038489,0.231070364,0.002895883,0.228195147,0.166397031,0.189162808,0.146230652,0.11437268,0.219337665,0.098539721,0.189251065,0.16685222,0.325425762,0,0.269510762,0.071241634,0.379352856,0.144233042,0.172205493,0.257318059,0.141737272,0.101929568,0.160466579,0.164540735,0.012121313,0.150369448,0.047218099,0.116010112,0.093457074,0.153687818,0.175824686,0.341494283,0.079450377,0.311949971,0.077586565,0.08768961,0.09616484,0.186203062,0,0.275379217,0.036471272,0.069340163,0.048301742,0.027850688,0.068367197,0.039833728,0.019840839,0.093484838,0.029817385,0.06008589,0.007802901,0.039075595,0.071013592,0.080176046,0.056392582,0.104865213,0.135578006,0.038028339,0.149184168,0.07547941,0.141984592,0.009273496,0.034942842,0.064345793,0.032652004,0.003990338,0.011302126,0.048514511,0.008942484,0.132583427,0.019011678,0.030148902,0.044739738,0.102676147,0.041793892,0.124226951,0.020828214,0.044196421,0.075744014
196_CSF-1_(INF),0.288010344,0,0.302316504,0.313084271,0.015196663,0,0,0.204200824,0.319106936,0.329650019,0.281867412,0.191723528,0.286005896,0.321089319,0.061578022,0.284535036,0.573239478,0,0.29876972,0.334579095,0.361917893,0.054419193,0.547819666,0.09616111,0.114919319,0.149038122,0.259604372,0,0.320748097,0.237855652,0.119747235,0.0814866,0.070488024,0.25870843,0.045737605,0.200608047,0,0.110567959,0.331982015,0.368720894,0.351858674,0.345888218,0.044348165,0.260864843,0.295043623,0.235923924,0.130778383,0.164996941,0.059811312,0,0.268518413,0.053965784,0.305640158,0.127164784,0,0.219684792,0.335621718,0.309837377,0.256562584,0.247388497,0.104376237,0.155036672,0,0.076439523,0.055673759,0.319948493,0.235269448,0.41786435,0.662552992,0,0.31556605,0.137113745,0.398882078,0.502985617,0.390420513,0.629245913,0.578331085,0.568205362,0.174173786,0.647405585,0.16941994,0.405661461,0,0.373753766,0.534125095,0.365009714,0.260827551,0.010372005,0.385134987,0.315572272,0.330687048,0.411418109,0.32715353,0.695212121,0.460873575,0.392101141,0.251848559,0.523190136,0.224275711,0.24823232,0.304883129,0.527279519,0.177710421,0.214998736,0.551598198,0.720232286,0.144059012,0.432629203,0.575183636,0.05944585,0,0.675976885,0.346523426,0.393082854,0.41483297,0.503774033,0.657961719,0.328575697,0.27035629,0.381808226,0.400453937,0.581558711,0.503739227,0.315621062,0.397465602,0.659569007,0.121194949,0.352334769,0.280064577,0.442001936,0.590618813,0.667449437,0,0.461880771,0.308377704,0,0.230257397,0.397560696,0.275379217,0,0.070742486,0.178505468,0.188735468,0.078443593,0.161268095,0.179356796,0.009424502,0.191790892,0.148380625,0.161351691,0.115551303,0.025269512,0.068408563,0.043274597,0.138892078,0.148740403,0.199153336,0.10419068,0.136908394,0.140851359,0.028908417,0.155341775,0.058927609,0.033734781,0.191830049,0.062591376,0.102970429,0.01174176,0.069457702,0.199833687,0.196217089,0.080767036,0.122850326,0.040471548,0.033241448,0.224893506,0.151149638,0.202351029,0.10510648
miR-16-5p,0.110060569,0.211427528,0.124377507,0.094284876,0.024416683,0.269118036,0.246408239,0.095031499,0.155627566,0.08886032,0.079890033,0.076927908,0.052007242,0.064634626,0.046286164,0.066582092,0.135012466,0.323415254,0.070409071,0.034788925,0.085100264,0.012671484,0.124833957,0.021659789,0.206513758,0.054526816,0.061799826,0.003455984,0.013980949,0.107823789,0.040670062,0.00987502,0.004509253,0.128764925,0.01279555,0.092298458,0.020030276,0.054338916,0.097747381,0.049377846,0.046895165,0.097507144,0.079249458,0.001093766,0.141003467,0.024995483,0.052889599,0.221467496,0.325802525,0.061814927,0.036985036,0.08520185,0.014745418,0.000160273,0.04330808,0.12949885,0.078305669,0.025520058,0.119336128,0.014474057,0.027811578,0.006362187,0.30016784,0.08727544,0.051572241,0.062634822,0.089638517,0.030850922,0.096161472,0.123318001,0.092978604,0.109372392,0.00442088,0.006366973,0.096944989,0.110185836,0.039574794,0.010988451,0.067784395,0.028443917,0.007833508,0.006615962,0.267205561,0.013402492,0.083118822,0.012228418,0.0799434,0.145245027,0.056355536,0.083248035,0.001066997,0.0492452,0.110596453,0.046913355,0.120179704,0.014241263,0.047329823,0.00037048,0.06112483,0.03486493,0.042798434,0.057134248,0.059716455,0.057916906,0.109397921,0.046735579,0.119352602,0.075266668,0.037364097,0.281611745,0.005752137,0.063496416,0.029229321,0.09038085,0.017845886,0.11452349,0.015438846,0.187794473,0.011170002,0.10103743,0.066359186,0.206177254,0.013142178,0.11844073,0.043200488,0.040108635,0.024592742,0.078112449,0.134766426,0.065435474,0.061480654,0.065010597,0.084556321,0.028675917,0.09052156,0.108075801,0.343665193,0.020366283,0.036471272,0.070742486,0,0.793004188,0.752463011,0.411268979,0.503225657,0.556964214,0.27771115,0.149381226,0.492993178,0.62993959,0.502345488,0.631388745,0.402205447,0.003764346,0.53802098,0.33607301,0.570940865,0.669984343,0.288897478,0.515934507,0.312588276,0.433900871,0.331449587,0.396332401,0.404395175,0.725104945,0.57030963,0.383018625,0.527268944,0.343769525,0.17851857,0.709570752,0.556580807,0.118295911,0.784217301,0.432314619,0.335500388,0.371750641,0.205281856
miR-19b-3p,0.050720754,0.503965085,0.081118304,0.06184648,0.045245921,0.5423158,0.534776987,0.053513683,0.162926775,0.046287006,0.080274385,0.052610048,0.109802276,0.032127772,0.053868204,0.090905051,0.14187651,0.561262618,0.075872726,0.030096395,0.045809277,0.016565038,0.129053165,0.041934767,0.421561456,0.029232399,0.079478342,0.01073637,0.01529281,0.057287294,0.007370624,0.041034292,0.001379476,0.1028505,0.013650275,0.064003295,0.053718369,0.023764259,0.133212185,0.067884497,0.00127686,0.059578298,0.088853425,0.026803602,0.09253935,0.001019635,0.012493876,0.208704478,0.550029472,0.013319091,0.010742547,0.040501066,0.038639915,0.02147926,0.001037996,0.058307615,0.066335311,0.012642823,0.076474348,0.023573964,0.005032453,0.001696144,0.612151367,0.077358421,0.01967628,0.111603025,0.123069544,0.039349129,0.122156815,0.070722137,0.106262112,0.111304502,0.051414353,0.017297589,0.181142928,0.177516892,0.052694817,0.079884515,0.058465567,0.111794014,0.062472203,0.006903386,0.546928554,0.104728296,0.128350643,0.044182529,0.077600889,0.360526119,0.010909169,0.015912279,0.04846304,0.071549144,0.148876898,0.123790771,0.065673458,0.020221447,0.076219525,0.097089784,0.092522575,0.009050834,0.125859041,0.130337576,0.007748334,0.030286869,0.112263666,0.118286938,0.011891052,0.068072569,0.052184657,0.434034912,0.000384551,0.151285569,0.022185043,0.106519779,0.02540302,0.120926457,0.089484906,0.114920014,0.072158316,0.164540482,0.074025474,0.18483606,0.176566411,0.033687254,0.06855167,0.115270417,0.077720836,0.079328022,0.261451569,0.154421007,0.137766224,0.099611931,0.070787359,0.045321596,0.078579855,0.256674057,0.528634638,0.028780239,0.069340163,0.178505468,0.793004188,0,0.902597282,0.599665384,0.709549917,0.787878504,0.313555638,0.104097674,0.63058898,0.811947889,0.600529723,0.749073671,0.505314948,0.023855034,0.665945555,0.430350532,0.760710718,0.801135601,0.383746274,0.65419527,0.281833353,0.596201336,0.289817734,0.519479372,0.751085615,0.836789231,0.723879144,0.418874918,0.642274415,0.48002797,0.157929842,0.576463501,0.682531827,0.048254896,0.772110276,0.629746335,0.467172709,0.576997293,0.245401904
miR-20b-5p,0.098002694,0.475588974,0.13195507,0.11552851,0.060339169,0.539480705,0.517710413,0.071849446,0.182981959,0.082468959,0.104813589,0.066433128,0.068570895,0.073736852,0.039510606,0.097539894,0.183073421,0.550107425,0.09216373,0.023674515,0.085765184,0.031072619,0.153556853,0.048775352,0.381081014,0.012598895,0.049987521,0.001048635,0.03566561,0.04916385,0.015909534,0.016643473,0.015263469,0.14213838,0.020127756,0.088925847,0.08236835,0.052653467,0.145571369,0.080832085,0.012577274,0.080454227,0.029775166,0.002741278,0.128050701,0.05729502,0.020128443,0.203559646,0.499606655,0.03579877,0.067835255,0.055049318,0.012063166,0.03926625,0.003124628,0.050714238,0.083861133,0.013871466,0.097596178,0.084533922,0.003264308,0.003398523,0.566904464,0.106607131,0.031009127,0.162717268,0.112126923,0.040023341,0.157250671,0.088737683,0.057587218,0.094967022,0.053126219,0.033223942,0.167079975,0.212267385,0.021432759,0.081813283,0.06453566,0.140126222,0.077450361,0.011103762,0.534240393,0.082363597,0.154430973,0.053986611,0.101250529,0.353085319,0.036650926,0.016332009,0.045162014,0.0719325,0.144584942,0.179043957,0.073577266,0.048167209,0.052300318,0.131894324,0.076526802,0.000334648,0.12701116,0.153315586,0.057949152,0.050111243,0.126052853,0.153925274,0.036878636,0.096065868,0.074747393,0.416984116,0.02524824,0.171546498,0.01158252,0.10746066,0.000126076,0.12755238,0.110878033,0.143893656,0.057783217,0.127452682,0.087146548,0.130481386,0.164266969,0.020964811,0.050883605,0.143440637,0.110515962,0.071585185,0.215419654,0.162002562,0.190167796,0.110427932,0.043763111,0.028176045,0.080094214,0.251124123,0.475586713,0.035818504,0.048301742,0.188735468,0.752463011,0.902597282,0,0.576385424,0.708132921,0.776896212,0.324785895,0.092751109,0.591949615,0.784864643,0.576673022,0.746431813,0.478639736,0.007846489,0.665101693,0.421613829,0.7209843,0.736740429,0.37544165,0.64315128,0.296555625,0.589697995,0.246826616,0.497061685,0.721096868,0.767299157,0.698179491,0.386217628,0.583251624,0.439903085,0.125538678,0.576969422,0.6207533,0.014221527,0.790796597,0.641009909,0.456337538,0.560499913,0.257981601
miR-21-5p,0.05857015,0.485395613,0.024002776,0.101571219,0.105624363,0.550579864,0.539718058,0.098993818,0.00336229,0.081501125,0.0965434,0.012471395,0.106458328,0.094005123,0.007919588,0.077709497,0.126102174,0.556883685,0.014382652,0.092063664,0.029577306,0.045771003,0.039683395,0.121084307,0.41981057,0.022250074,0.100493927,0.100685088,0.003772066,0.056831176,0.002343324,0.009552892,0.010584847,0.038335322,0.014412854,0.009912869,0.037698931,0.082265422,0.123778738,0.059842034,0.087086295,0.064556859,0.09125132,0.036170099,0.026151868,0.027121397,0.011894826,0.120696839,0.523528822,0.00384448,0.002583235,0.057173686,0.024110539,0.070269697,0.087888686,0.037046278,0.017163912,0.097826952,0.029497342,0.022425029,0.006640154,0.026162765,0.544266776,0.055344109,0.080539147,0.08762923,0.185827178,0.052322956,0.100757502,0.011471929,0.0123776,0.073416222,0.13001495,0.109290038,0.274231001,0.074322154,0.125155983,0.021389339,0.017505795,0.069244571,0.023245097,0.166114693,0.551979043,0.067988474,0.004514398,0.040566438,0.135943658,0.349940696,0.090794183,0.124233472,0.146553558,0.061213101,0.00808569,0.106537607,0.033561467,0.037160905,0.243036556,0.027331089,0.03280389,0.080025756,0.170765341,0.042619092,0.006571171,0.079201026,0.035204936,0.142980203,0.092677985,0.049375246,0.010832291,0.422584965,0.067110579,0.038837417,0.047405302,0.123057683,0.071599119,0.118997333,0.012429868,0.012236649,0.004920399,0.115901363,0.093610448,0.139960766,0.077424988,0.045108292,0.000617753,0.032900815,0.136749139,0.029319223,0.374857969,0.126452577,0.080262874,0.02542395,0.076098132,0.038031593,0.063209472,0.356598975,0.521182392,0.0654097,0.027850688,0.078443593,0.411268979,0.599665384,0.576385424,0,0.738535605,0.586386891,0.456961179,0.185488786,0.550523473,0.582827212,0.576529933,0.690433552,0.353265668,0.190891033,0.729588036,0.538669938,0.542748399,0.596314762,0.252357434,0.472266342,0.381712396,0.535572252,0.139813068,0.613368577,0.605208856,0.57846796,0.737192273,0.508693151,0.649108364,0.319685921,0.040716071,0.413335529,0.503166585,0.163335679,0.500481504,0.60755381,0.40526387,0.564084621,0.357799195
miR-24-3p,0.097611262,0.566459822,0.105226608,0.151132319,0.099715739,0.646732934,0.686794706,0.048799368,0.109720243,0.024336879,0.113149628,0.048838492,0.114129795,0.086661597,0.042484735,0.092359335,0.177276296,0.624468443,0.076795401,0.01824927,0.064223793,0.002660283,0.133752364,0.053195021,0.486349083,0.025031164,0.042004261,0.056416429,0.031479472,0.050326246,0.026008809,0.010038017,0.015034554,0.069579021,0.015058578,0.040945501,0.057154718,0.052663239,0.160403928,0.093673432,0.054274372,0.009063117,0.060974242,0.030574121,0.120405819,0.079606691,0.039423942,0.18925349,0.555081955,0.027221269,0.086934438,0.003775498,0.00679974,0.000661338,0.071826783,0.064397793,0.088825104,0.005814596,0.068833428,0.050086032,0.001200671,0.002921406,0.678887472,0.086303472,0.0611201,0.153580335,0.1151913,0.084981482,0.145338314,0.028033029,0.060680304,0.005380848,0.054530739,0.00835579,0.241954308,0.145125705,0.114148328,0.095067666,0.022560699,0.192450016,0.031167325,0.000131272,0.675976527,0.06753529,0.134355188,0.098725104,0.036627754,0.395538762,0.014373731,0.028483029,0.122188035,0.025838533,0.093145728,0.1717656,0.007738724,0.069214204,0.147993964,0.137498347,0.017483816,0.006663668,0.190481616,0.101622364,0.014759998,0.035742651,0.023265344,0.154463378,0.003928907,0.094354848,0.013614581,0.453208028,0.03465249,0.178579411,0.094409931,0.109403988,0.024827708,0.111120139,0.113385747,0.094342836,0.096902906,0.082066719,0.100257474,0.072894465,0.124988514,0.06794661,0.019125964,0.094744547,0.120629411,0.07112529,0.279630454,0.154920687,0.159930489,0.138889663,0.030174168,0.069215062,0.074497533,0.408096016,0.557670853,0.023964683,0.068367197,0.161268095,0.503225657,0.709549917,0.708132921,0.738535605,0,0.736603837,0.479994639,0.134701987,0.606214628,0.707196339,0.606946748,0.795547479,0.447438505,0.116801576,0.895730891,0.577045463,0.640541103,0.682569052,0.326180444,0.597903365,0.446733981,0.753850894,0.095215273,0.688117211,0.745255509,0.715586954,0.911003727,0.527422939,0.764811778,0.373863882,0.027709122,0.499410304,0.596433968,0.101875652,0.559545066,0.753050561,0.598434632,0.705776527,0.344124585
miR-26a-5p,0.153610748,0.496929633,0.164376806,0.159824826,0.005373763,0.529771394,0.614714974,0.076839693,0.151912271,0.125936282,0.095898396,0.05727838,0.082445114,0.068156149,0.044354478,0.0807674,0.164831712,0.561944473,0.037083356,0.040931098,0.089506543,0.007759146,0.148686572,0.074531529,0.455075131,0.034619209,0.052543477,0.016560751,0.038653477,0.03381081,0.014155202,0.010296988,0.012250381,0.130884138,0.057046723,0.075975183,0.070470704,0.09802501,0.126046104,0.060874388,0.036128413,0.104824924,0.004172748,0.013865118,0.115808053,0.094992702,0.053710686,0.140774703,0.485902024,0.021512726,0.046450547,0.084968805,0.002813006,0.0173338,0.03357778,0.078254004,0.110066899,0.024894407,0.111336553,0.136293651,0.003094255,0.01839054,0.639791275,0.140097577,0.002219792,0.222974088,0.082580848,0.144672895,0.208354626,0.013457082,0.052501963,0.079349588,0.131515104,0.026969713,0.17527345,0.169301668,0.062266906,0.078180217,0.059565904,0.163137182,0.036032244,0.029589843,0.566950356,0.08379782,0.165038831,0.128526896,0.01645007,0.337934276,0.014222556,0.035899158,0.067295756,0.079193675,0.182522371,0.191569768,0.033658088,0.143376815,0.009513393,0.108657222,0.01765385,0.054236919,0.136573641,0.191417389,0.018136878,0.054385067,0.096540331,0.130140604,0.011289432,0.127395036,0.100806614,0.456849282,0.00508462,0.184737251,0.067526384,0.113811682,0.004737566,0.142268292,0.054726718,0.150396031,0.14106642,0.105269363,0.138389491,0.0048473,0.185065861,0.037881286,0.069299163,0.18021307,0.116976807,0.068219812,0.140174529,0.151265346,0.232194049,0.121202923,0.00552178,0.011081112,0.089663383,0.333549647,0.45137462,0.091574127,0.039833728,0.179356796,0.556964214,0.787878504,0.776896212,0.586386891,0.736603837,0,0.377897732,0.12087191,0.62334439,0.890397245,0.432787297,0.642236032,0.530815704,0.058244305,0.7131238,0.427187711,0.733095064,0.746059895,0.37667204,0.713981667,0.291765664,0.606837253,0.22394867,0.52885712,0.819068418,0.770380608,0.743856191,0.372243064,0.501143229,0.435257965,0.124191473,0.288577742,0.684272293,0.005577793,0.664947426,0.686340834,0.416496813,0.559426444,0.228685728
miR-27b-3p,0.141284816,0.260884482,0.144641271,0.101285337,0.052031925,0.200640198,0.332110641,0.032990389,0.047546699,0.049771637,0.034562226,0.084553852,0.016630585,0.091101343,0.015863199,0.068486795,0.11424407,0.337533822,0.031045155,0.038416316,0.083857508,0.036752502,0.046298838,0.065495843,0.258553127,0.002474785,0.027725421,0.019337714,0.051109072,0.026279194,0.018795953,0.014340275,0.044636055,0.032368518,0.013096354,0.066392957,0.062658266,0.064084621,0.047041171,0.047937942,0.009628703,0.075801328,0.084865817,0.017515344,0.034821682,0.051290966,0.06764116,0.129721517,0.280056751,0.040936746,0.04743619,0.03247182,0.008062357,0.01339013,0.057635284,0.05365078,0.079720968,0.034232072,0.135180391,0.074267233,0.078377699,0.045410549,0.306007163,0.051993831,0.052304423,0.108415918,0.027295397,0.076125305,0.083417874,0.018550616,0.00956464,0.081664613,0.012555134,0.080771491,0.21030322,0.034837812,0.129950086,0.02621433,0.035123567,0.054232154,0.065924815,0.075711068,0.286658023,0.087742485,0.051790316,0.058819997,0.005995289,0.175041561,0.048252653,0.118935901,0.01013732,0.072012102,0.05637435,0.062943152,0.068261658,0.036090821,0.06835638,0.093226412,0.036160948,0.046520424,0.061992499,0.003404503,0.046052081,0.031840683,0.027519969,0.010646279,0.019887514,0.043503851,0.031459392,0.279820289,0.047669563,0.001951412,0.017263439,0.057234775,0.043823164,0.023405272,0.060352366,0.066581714,0.133533737,0.101280532,0.015074192,0.047896758,0.049419862,0.083554466,0.009854183,0.073322424,0.064147426,0.036157401,0.096136225,0.11276318,0.054206414,0.047614651,0.075557221,0.01269207,0.087425372,0.229786803,0.29979017,0.049195412,0.019840839,0.009424502,0.27771115,0.313555638,0.324785895,0.456961179,0.479994639,0.377897732,0,0.258091872,0.344485059,0.39561725,0.354694988,0.445850213,0.360162877,0.182011526,0.480153923,0.254756352,0.327090771,0.363930966,0.164115935,0.324566509,0.277090852,0.354648657,0.121930841,0.366005351,0.303684294,0.384661822,0.510131828,0.326028867,0.393420042,0.161293821,0.045443938,0.282841123,0.36056961,0.116333971,0.330432698,0.485374022,0.227143842,0.380124429,0.278234038
miR-28-5p,0.000533326,0.009015476,0.004171203,0.029408111,0.047677456,0.03199066,0.094141372,0.041107315,0.016344017,0.043728301,0.096827909,0.013002662,0.049774383,0.066280731,0.041830771,0.098132054,0.125602824,0.116927175,0.12676866,0.096722891,0.082916122,0.032215796,0.123145198,0.020533752,0.178611828,0.002548916,0.052123216,0.042210003,0.086884839,0.030858113,0.063127059,0.055712736,0.008414476,0.072584553,0.038248493,0.041504049,0.064606236,0.110458963,0.089568287,0.089251517,0.076922892,0.050559272,0.016230762,0.110950076,0.071610906,0.024193936,0.019532993,0.160099499,0.166720434,0.015731069,0.000775966,0.036688325,0.137881342,0.106946353,0.079837311,0.031651925,0.004264895,0.084406964,0.005270802,0.153779675,0.08329501,0.023730598,0.10867606,0.038843251,0.046711703,0.122886428,0.01414619,0.107683195,0.080185312,0.076507915,0.051395517,0.048325387,0.137017861,0.087958012,0.093188317,0.150859294,0.175559444,0.218179909,0.044069185,0.207778672,0.046587837,0.129502901,0.136032741,0.092775796,0.196366723,0.116191363,0.063629887,0.058055013,0.102081552,0.063733875,0.052374092,0.08631582,0.108258266,0.212971568,0.166064244,0.102248002,0.063976171,0.078359853,0.158267455,0.022690058,0.040618947,0.147367276,0.041322498,0.036021495,0.080982644,0.147943159,0.025313098,0.045475168,0.141784165,0.110067033,0.008072653,0.148873219,0.094718971,0.061370971,0.114562781,0.1661648,0.179041509,0.032267275,0.100279087,0.112967724,0.139583594,0.183196581,0.154250069,0.184207979,0.095747872,0.187571985,0.076249199,0.025773323,0.109162276,0.180111937,0.163801896,0.134898627,0.106942536,0.173527038,0.078224634,0.016202504,0.195125383,0.114561526,0.093484838,0.191790892,0.149381226,0.104097674,0.092751109,0.185488786,0.134701987,0.12087191,0.258091872,0,0.116892391,0.126250467,0.18957316,0.242056045,0.045767755,0.014617055,0.168863893,0.102174558,0.106260837,0.134449063,0.028790017,0.184434832,0.091404728,0.233898279,0.086336441,0.106652234,0.027670343,0.17466233,0.222384401,0.223191598,0.195957307,0.138951084,0.103772134,0.142875026,0.096617441,0.029964777,0.08016389,0.151331188,0.085398457,0.133728672,0.046466661
miR-29a-3p,0.033180534,0.41125809,0.070401171,0.087919269,0.090370203,0.466361342,0.473055895,0.050641832,0.074354275,0.029256774,0.110089903,0.022034214,0.076678741,0.054679877,0.012506749,0.104361275,0.101336688,0.448641446,0.016189757,0.106004497,0.044254268,0.027655936,0.095528782,0.018556952,0.374841948,0.007891278,0.034994153,0.052949997,0.005652267,0.003937316,0.029410631,0.059309915,0.000865884,0.049975174,0.062699509,0.013939421,0.109506031,0.070261834,0.122080828,0.025675352,0.071231534,0.01702115,0.112429985,0.043948137,0.026730508,0.031781324,0.030336297,0.106641126,0.460314743,0.038889256,0.03403921,0.089379053,0.04176644,0.006960702,0.013932214,0.002825876,0.052261889,0.011312084,0.023985455,0.022231864,0.044902394,0.00269298,0.5694902,0.024183822,0.085275801,0.108281603,0.089194242,0.04742437,0.103324651,0.040127393,0.075114149,0.005553354,0.005781652,0.031457175,0.148168873,0.1108391,0.085530281,0.062569953,0.002090073,0.060411593,0.035254073,0.006888116,0.528598753,0.007784029,0.094863325,0.069208908,0.085591885,0.314005821,0.072876473,0.071989482,0.14133361,0.020234665,0.084605463,0.073612285,0.001809844,0.065041822,0.155319706,0.064542472,0.053709321,0.000626428,0.088303133,0.044017463,0.090200664,0.002473928,0.074763286,0.101066593,0.069460643,0.06417714,0.062011401,0.35278371,0.041577339,0.081200005,0.072996934,0.088060665,0.057658519,0.092713717,0.09327776,0.019588256,0.006421026,0.148521679,0.034434572,0.10106625,0.150131783,0.037749674,0.018744508,0.152527291,0.071319564,0.022344291,0.269425975,0.163030634,0.157444432,0.112981329,0.063454323,0.123711696,0.002063123,0.28058848,0.441141068,0.048711355,0.029817385,0.148380625,0.492993178,0.63058898,0.591949615,0.550523473,0.606214628,0.62334439,0.344485059,0.116892391,0,0.609778137,0.414193489,0.558792609,0.388121846,0.145057973,0.618272531,0.372932062,0.56531875,0.659703161,0.295182917,0.535178149,0.487530016,0.510626421,0.335162254,0.483233373,0.57082413,0.650204069,0.638057332,0.408662199,0.525482564,0.358208781,0.156004038,0.338777395,0.666527043,0.14688928,0.531276279,0.551360356,0.405049718,0.479354229,0.275600471
